label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_r3_40	40	3.0	90	9590	119.91	100.00	25.1	40.2	50.0	0	0	0	1786860708.003	1786860713.011	1786860792.986
