label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_discard_20	20	3.0	90	4798	60.00	100.00	25.7	39.8	45.2	0	0	0	1786854826.429	1786854831.458	1786854911.426
