t_rel	session_idx	ms	outcome
0.017	6	236.36	ok
0.003	1	250.19	ok
0.011	2	330.98	ok
0.014	4	327.89	ok
0.014	5	327.66	ok
0.019	8	330.04	ok
0.042	14	322.12	ok
0.053	17	311.3	ok
0.057	20	308.31	ok
0.012	3	352.99	ok
0.017	7	348.53	ok
0.031	11	346.55	ok
0.054	18	324.87	ok
0.052	16	328.59	ok
0.025	9	364.77	ok
0.03	10	384.7	ok
0.043	15	378.29	ok
0.001	0	421.84	ok
0.072	24	391.9	ok
0.034	12	430.76	ok
0.085	29	379.33	ok
0.072	25	393.24	ok
0.065	21	416.71	ok
0.056	19	438.55	ok
0.083	27	462.48	ok
0.089	33	457.84	ok
0.09	34	464.26	ok
0.086	30	469.46	ok
0.086	32	469.36	ok
0.104	37	451.96	ok
0.086	31	470.38	ok
0.115	40	441.52	ok
0.104	36	453.46	ok
0.116	42	441.46	ok
0.085	28	472.83	ok
0.037	13	521.86	ok
0.116	41	443.24	ok
0.071	22	488.47	ok
0.099	35	461.0	ok
0.114	38	447.13	ok
0.12	45	460.3	ok
0.079	26	502.35	ok
0.071	23	510.22	ok
0.114	39	467.44	ok
0.121	50	460.98	ok
0.121	48	461.85	ok
0.121	47	462.55	ok
0.121	49	462.5	ok
0.12	46	492.79	ok
0.347	2	266.26	ok
0.339	1	274.51	ok
0.348	4	266.34	ok
0.123	51	491.08	ok
0.119	44	495.18	ok
0.348	5	266.92	ok
0.118	43	499.01	ok
0.365	3	288.99	ok
0.134	52	521.07	ok
0.353	6	302.1	ok
0.375	14	280.11	ok
0.352	8	307.33	ok
0.366	7	296.25	ok
0.387	17	298.02	ok
0.378	11	313.88	ok
0.386	16	338.5	ok
0.393	18	358.6	ok
0.39	9	362.81	ok
0.464	12	292.59	ok
0.465	25	291.91	ok
0.464	24	293.73	ok
0.39	20	367.37	ok
0.482	21	275.87	ok
0.423	0	341.16	ok
0.422	15	342.4	ok
0.465	29	305.05	ok
0.555	34	218.47	ok
0.415	10	358.8	ok
0.556	37	218.37	ratelimited
0.547	33	228.04	ratelimited
0.559	13	216.52	ok
0.546	27	230.76	ok
0.495	19	282.62	ok
0.557	31	223.1	ok
0.557	36	222.61	ratelimited
0.559	41	220.93	ratelimited
0.555	30	224.93	ok
0.558	28	224.23	ok
0.556	32	233.09	ok
0.557	40	234.11	ratelimited
0.558	42	246.42	ok
0.56	35	251.16	ok
0.56	22	321.4	ok
0.582	39	303.39	ok
0.582	23	303.97	ok
0.561	38	327.27	ok
0.615	44	279.56	ok
0.58	45	314.41	ok
0.582	50	314.08	ok
0.613	46	283.39	ok
0.584	49	313.35	ok
0.581	26	318.07	ok
0.583	48	316.54	ok
0.614	51	296.27	ratelimited
0.655	52	256.1	ratelimited
0.681	4	232.11	ok
0.583	47	330.26	ok
0.673	1	240.88	ok
0.618	43	301.96	ok
0.681	2	255.21	ok
0.699	8	260.01	ok
0.687	6	272.56	ok
0.682	5	277.72	ok
0.7	3	270.43	ok
0.709	14	269.37	ok
0.711	11	274.55	ok
0.725	16	263.83	ok
0.723	17	265.73	ok
0.752	18	237.13	ok
0.702	7	294.93	ok
0.758	20	239.95	ok
0.774	10	223.99	ok
0.753	9	254.62	ok
