t_rel	session_idx	ms	outcome
0.078	35	196.05	ok
0.077	34	198.0	ok
0.109	36	172.66	ok
0.024	10	309.79	ok
0.115	37	267.78	ok
0.011	1	392.83	ok
0.026	14	378.31	ok
0.12	39	285.37	ok
0.022	6	385.22	ok
0.012	2	396.32	ok
0.028	16	425.95	ok
0.027	15	428.27	ok
0.062	32	393.64	ok
0.021	5	434.69	ok
0.062	33	393.99	ok
0.127	42	346.31	ok
0.042	31	432.06	ok
0.037	28	437.96	ok
0.128	44	347.21	ok
0.119	38	359.67	ok
0.019	3	480.39	ok
0.127	40	406.62	ok
0.032	18	503.99	ok
0.128	43	409.29	ok
0.132	45	434.9	ok
0.023	9	543.93	ok
0.022	7	545.51	ok
0.024	11	543.86	ok
0.127	41	441.45	ok
0.033	21	535.71	ok
0.029	17	540.57	ok
0.039	29	534.18	ok
0.206	47	392.56	ok
0.025	12	574.59	ok
0.032	19	567.48	ok
0.033	20	567.44	ok
0.202	46	416.95	ok
0.023	8	616.98	ok
0.026	13	615.06	ok
0.036	27	628.68	ok
0.021	4	654.46	ok
0.01	0	675.08	ok
0.034	22	651.8	ok
0.034	23	651.88	ok
0.035	26	651.06	ok
0.035	25	691.55	ok
0.404	14	322.48	ok
0.298	50	428.91	ok
0.292	48	440.18	ok
0.042	30	697.76	ok
0.362	10	378.29	ok
0.404	1	336.78	ok
0.443	36	298.45	ok
0.298	49	443.74	ok
0.422	35	320.07	ok
0.301	51	440.63	ok
0.306	52	446.5	ok
0.034	24	718.2	ok
0.455	15	317.61	ok
0.407	6	366.21	ok
0.455	32	330.93	ok
0.408	2	378.65	ok
0.41	34	376.8	ok
0.456	5	331.7	ok
0.457	37	336.8	ok
0.457	39	339.14	ok
0.456	33	352.47	ok
0.474	42	341.46	ok
0.454	16	361.53	ok
0.475	44	341.88	ok
0.475	31	346.45	ok
0.479	38	347.78	ok
0.475	28	375.4	ok
0.536	18	323.6	ok
0.5	3	362.8	ok
0.537	43	333.17	ok
0.568	11	313.67	ok
0.534	40	348.59	ok
0.567	9	315.39	ok
0.569	21	323.82	ok
0.569	41	347.08	ok
0.6	19	366.06	ok
0.619	46	349.81	ok
0.57	17	402.32	ok
0.64	8	332.76	ok
0.641	13	345.97	ok
0.726	25	260.78	ok
0.567	45	420.74	ok
0.6	12	390.75	ok
0.599	47	392.13	ok
0.732	48	273.42	ok
0.741	1	264.75	ok
0.752	52	253.62	ok
0.727	50	279.22	ok
0.755	35	251.5	ok
