t_rel	session_idx	ms	outcome
0.023	10	90.02	ok
0.006	4	122.31	ok
0.037	37	109.62	ok
0.004	3	144.06	ok
0.065	52	95.43	ok
0.04	43	126.04	ok
0.003	1	164.73	ok
0.031	25	142.28	ok
0.023	9	154.35	ok
0.028	18	149.41	ok
0.026	15	155.67	ok
0.025	14	159.53	ok
0.022	6	164.58	ok
0.035	31	152.69	ok
0.004	2	184.82	ok
0.023	11	167.2	ok
0.039	40	161.2	ok
0.051	48	149.28	ok
0.029	20	179.24	ok
0.022	8	194.2	ok
0.036	34	180.27	ok
0.145	94	72.1	ok
0.032	28	186.2	ok
0.002	0	216.64	ok
0.032	27	186.92	ok
0.056	50	164.12	ok
0.028	17	215.49	ok
0.036	32	208.23	ok
0.021	5	222.77	ok
0.04	44	204.14	ok
0.042	46	216.22	ok
0.038	38	235.09	ok
0.083	56	190.14	ok
0.052	49	224.44	ok
0.082	55	194.71	ok
0.024	12	266.13	ok
0.04	42	250.21	ok
0.085	60	204.72	ok
0.041	45	254.85	ok
0.03	21	266.61	ok
0.076	54	221.51	ok
0.084	57	220.17	ok
0.022	7	302.86	ok
0.026	16	299.43	ok
0.025	13	311.12	ok
0.208	129	134.47	ok
0.038	39	304.82	ok
0.046	47	304.13	ok
0.191	121	184.53	ok
0.084	59	293.76	ok
0.165	110	213.61	ok
0.029	19	349.85	ok
0.066	53	313.69	ok
0.084	58	296.42	ok
0.113	79	273.73	ok
0.036	33	360.01	ok
0.205	127	199.05	ok
0.219	139	184.65	ok
0.032	29	373.88	ok
0.031	23	396.05	ok
0.032	26	396.93	ok
0.219	138	219.44	ok
0.174	117	265.16	ok
0.03	22	408.66	ok
0.119	85	320.08	ok
0.224	142	215.31	ok
0.199	123	241.31	ok
0.086	61	354.41	ok
0.204	126	236.49	ok
0.094	64	346.95	ok
0.033	30	408.7	ok
0.031	24	410.91	ok
0.037	36	405.19	ok
0.243	145	199.48	ok
0.151	99	291.56	ok
0.251	146	199.5	ok
0.223	140	227.96	ok
0.116	83	335.22	ok
0.037	35	415.05	ok
0.136	89	316.01	ok
0.161	107	291.65	ok
