t_rel	session_idx	ms	outcome
0.009	3	238.51	ok
0.035	6	232.76	ok
0.043	10	224.44	ok
0.006	2	270.7	ok
0.047	14	231.06	ok
0.047	15	230.7	ok
0.021	5	288.9	ok
0.042	8	278.6	ok
0.039	7	282.34	ok
0.003	0	318.2	ok
0.043	9	284.93	ok
0.046	13	292.4	ok
0.045	12	307.82	ok
0.01	4	342.87	ok
0.044	11	309.06	ok
0.048	16	310.7	ok
0.006	1	363.25	ok
0.048	18	348.25	ok
0.049	22	348.12	ok
0.049	21	352.37	ok
0.05	24	437.49	ok
0.05	23	438.45	ok
0.05	26	438.26	ok
0.052	28	441.34	ok
0.061	30	479.38	ok
0.049	19	492.47	ok
0.05	25	492.33	ok
0.084	35	472.76	ok
0.081	34	486.37	ok
0.05	27	517.63	ok
0.049	20	519.68	ok
0.055	29	526.08	ok
0.048	17	552.85	ok
0.088	37	530.43	ok
0.088	38	538.84	ok
0.111	47	517.12	ok
0.087	36	541.09	ok
0.104	46	524.93	ok
0.089	40	544.61	ok
0.103	43	532.15	ok
0.089	39	546.73	ok
0.071	31	569.22	ok
0.104	45	537.23	ok
0.078	33	604.88	ok
0.161	52	530.5	ok
0.091	41	600.69	ok
0.132	48	561.0	ok
0.342	3	350.94	ok
0.096	42	597.1	ok
0.148	51	545.66	ok
0.075	32	634.82	ok
0.139	49	571.13	ok
0.103	44	608.64	ok
0.351	2	362.02	ok
0.37	6	344.38	ok
0.353	4	361.34	ok
0.143	50	572.53	ok
0.376	7	340.65	ok
0.336	0	380.3	ok
0.354	5	363.06	ok
0.376	8	343.42	ok
0.38	14	342.63	ok
0.379	11	344.72	ok
0.378	10	345.76	ok
0.369	1	354.75	ok
0.376	9	349.47	ok
0.381	15	381.1	ok
0.396	16	366.85	ok
0.381	13	382.38	ok
0.396	12	404.72	ok
0.397	22	403.99	ok
0.488	23	314.91	ok
0.402	21	437.22	ok
0.493	28	352.66	ok
0.54	30	309.91	ok
0.542	25	308.0	ok
0.487	24	372.26	ok
0.397	18	467.35	ok
0.489	26	400.32	ok
0.569	20	322.34	ok
0.541	19	358.52	ok
0.568	34	332.66	ok
0.557	35	343.54	ok
0.568	27	344.44	ok
0.629	36	303.41	ok
0.581	29	351.59	ok
0.619	37	314.3	ok
0.694	51	260.31	ok
0.627	38	327.16	ok
0.641	45	332.41	ok
0.691	52	282.35	ok
0.64	31	333.8	ok
0.692	41	282.32	ok
0.635	43	352.82	ok
0.636	39	355.23	ok
0.694	42	307.16	ok
0.628	47	372.94	ok
0.629	46	372.48	ok
0.601	17	400.96	ok
0.693	48	309.67	ok
0.683	33	319.64	ok
0.634	40	371.11	ok
0.714	4	322.1	ok
0.712	44	324.55	ok
0.693	3	344.31	ok
0.713	2	327.91	ok
0.714	6	330.35	ok
0.716	7	328.05	ok
0.71	32	335.09	ok
0.717	0	331.27	ok
0.716	50	364.11	ok
0.71	49	370.9	ok
0.724	1	366.75	ok
0.717	5	373.98	ok
0.724	10	375.61	ok
0.726	9	373.77	ok
0.723	11	394.68	ok
0.72	8	398.73	ok
0.763	13	363.57	ok
0.802	22	325.77	ok
0.762	15	365.47	ok
0.763	16	365.51	ok
0.723	14	405.66	ok
0.801	12	337.17	ratelimited
0.86	24	278.76	ok
0.876	25	262.82	ok
0.876	30	265.44	ok
0.822	23	320.44	ok
0.839	21	305.75	ok
0.846	28	298.86	ok
0.864	18	281.09	ok
0.901	35	256.21	ok
0.889	26	280.25	ok
0.9	19	278.54	ok
0.902	20	295.42	ok
0.902	34	295.91	ok
0.932	29	274.24	ok
0.961	38	246.14	ok
0.952	37	265.38	ok
0.962	36	258.22	ok
0.913	27	307.87	ok
0.991	39	234.33	ok
0.974	31	252.83	ok
0.975	45	253.88	ok
0.988	43	241.48	ok
1.002	17	227.72	ok
1.002	46	228.32	ok
1.001	47	229.06	ok
1.025	41	226.81	ok
1.027	42	235.74	ok
1.026	48	236.74	ok
1.005	40	258.1	ok
1.027	51	282.11	ok
1.038	3	275.15	ok
1.016	33	298.56	ok
1.025	52	293.8	ok
1.045	32	274.66	ok
1.046	44	274.19	ok
1.047	6	279.18	ok
1.081	49	259.8	ok
1.046	2	294.75	ok
1.091	5	249.86	ok
1.091	1	250.53	ok
1.048	4	293.55	ok
1.05	7	291.74	ok
1.05	0	292.02	ok
1.08	50	263.98	ok
1.119	8	227.17	ok
1.1	9	248.97	ok
1.099	10	249.55	ok
1.118	11	230.92	ok
1.128	15	321.84	ok
1.127	13	322.91	ok
1.129	14	324.45	ok
1.184	28	307.53	ok
1.128	16	363.99	ok
1.135	22	357.66	ok
1.209	25	283.83	ok
1.193	24	299.8	ok
1.138	12	360.59	ok
1.155	23	485.62	ok
1.21	30	437.34	ok
1.173	21	478.17	ok
1.307	31	351.34	ok
1.198	18	461.22	ok
1.27	29	389.95	ok
1.234	19	426.83	ok
1.236	20	425.05	ok
1.248	27	418.33	ok
1.235	34	444.43	ok
1.322	43	358.74	ok
1.285	37	395.78	ok
1.222	26	459.42	ok
1.379	44	303.24	ok
1.325	39	357.49	ok
1.35	33	333.0	ok
1.336	17	347.88	ratelimited
1.308	45	375.97	ok
1.371	3	313.37	ok
1.338	40	346.4	ok
1.295	38	389.93	ok
1.359	41	326.6	ok
1.36	42	325.26	ok
1.234	35	451.77	ok
1.36	48	326.53	ok
1.299	36	387.02	ok
1.358	52	328.25	ok
1.335	46	351.88	ok
1.361	51	326.58	ok
1.334	47	353.17	ok
1.381	6	329.86	ok
1.38	2	344.92	ok
1.38	32	345.88	ok
1.391	0	370.24	ok
1.384	4	426.99	ok
1.425	5	385.94	ok
1.454	8	358.37	ok
1.385	7	427.38	ok
1.463	14	349.67	ok
1.435	9	378.59	ok
