t_rel	session_idx	ms	outcome
0.027	1	153.77	ok
0.035	3	160.76	ok
0.036	5	183.43	ok
0.033	2	189.55	ok
0.037	6	185.63	ok
0.042	7	214.01	ok
0.043	8	231.17	ok
0.052	10	234.97	ok
0.036	4	251.69	ok
0.052	9	235.86	ok
0.001	0	311.75	ok
0.06	11	254.19	ok
0.073	14	241.78	ok
0.082	19	236.62	ok
0.085	21	236.67	ok
0.075	18	247.41	ok
0.072	12	257.01	ok
0.073	13	307.14	ok
0.087	24	364.8	ok
0.084	20	408.27	ok
0.112	27	382.17	ok
0.086	22	408.43	ok
0.116	29	378.83	ok
0.075	17	420.96	ok
0.116	28	380.28	ok
0.092	25	404.64	ok
0.118	31	379.81	ok
0.117	30	380.88	ok
0.127	33	373.33	ok
0.074	15	428.2	ok
0.075	16	428.0	ok
0.102	26	427.94	ok
0.132	37	417.91	ok
0.087	23	463.84	ok
0.137	44	416.79	ok
0.133	38	425.81	ok
0.131	36	440.03	ok
0.13	34	446.5	ok
0.143	46	433.92	ok
0.122	32	456.55	ok
0.133	39	446.34	ok
0.133	40	446.56	ok
0.131	35	449.1	ok
0.134	41	447.42	ok
0.136	42	456.9	ok
0.136	43	457.19	ok
0.361	1	304.84	ok
0.334	0	340.31	ok
0.146	52	529.52	ok
0.137	45	538.37	ok
0.143	47	559.5	ok
0.396	11	307.96	ok
0.145	50	558.89	ok
0.368	2	339.26	ok
0.144	48	565.93	ok
0.376	7	334.89	ok
0.38	8	330.73	ok
0.37	4	341.51	ok
0.371	6	340.76	ok
0.393	10	335.09	ok
0.372	5	356.61	ok
0.145	51	597.04	ok
0.409	18	334.06	ok
0.145	49	608.03	ok
0.407	14	352.22	ok
0.392	9	367.45	ok
0.386	3	373.63	ok
0.416	19	359.12	ok
0.419	21	380.49	ok
0.411	13	389.61	ok
0.406	12	395.68	ok
0.452	24	351.04	ok
0.495	22	308.68	ok
0.493	20	310.9	ok
0.494	27	309.46	ok
0.495	29	308.83	ok
0.496	17	315.48	ok
0.497	25	339.94	ok
0.498	30	341.99	ok
0.496	28	351.57	ok
0.497	31	351.21	ok
0.501	33	352.97	ok
0.53	26	341.64	ok
0.503	16	383.9	ok
0.502	15	386.11	ok
0.55	37	347.37	ok
0.551	23	358.81	ok
0.572	36	338.59	ok
0.558	38	363.0	ok
0.577	46	365.68	ok
0.554	44	390.93	ok
0.593	42	353.58	ok
0.579	39	374.27	ok
0.58	40	381.6	ok
0.577	34	385.45	ok
0.579	32	383.71	ok
0.593	43	369.41	ok
0.582	41	381.41	ok
0.675	0	289.64	ok
0.58	35	389.29	ok
0.676	45	294.42	ok
0.675	52	316.87	ok
0.714	8	304.96	ok
0.703	47	316.46	ok
0.71	48	309.61	ok
0.704	50	321.57	ok
0.696	1	338.91	ok
0.711	4	327.1	ok
0.712	6	326.97	ok
0.711	7	330.01	ok
0.707	2	340.55	ok
0.728	5	319.68	ok
0.732	11	316.27	ok
0.742	51	320.37	ok
0.728	10	335.4	ok
0.753	49	310.92	ok
0.743	18	321.0	ok
