t_rel	session_idx	ms	outcome
0.027	4	239.97	ok
0.005	2	265.53	ok
0.003	0	268.41	ok
0.024	3	247.33	ok
0.046	8	250.57	ok
0.051	10	246.4	ok
0.028	6	278.89	ok
0.028	5	282.03	ok
0.048	9	263.35	ok
0.038	7	273.62	ok
0.005	1	311.02	ok
0.054	11	344.86	ok
0.055	13	352.11	ok
0.06	15	381.18	ok
0.063	17	383.37	ok
0.068	19	381.05	ok
0.088	21	368.09	ok
0.124	26	358.5	ok
0.055	12	428.2	ok
0.055	14	427.93	ok
0.067	18	417.19	ok
0.077	20	432.97	ok
0.155	30	356.32	ok
0.157	31	355.06	ok
0.062	16	452.72	ok
0.107	24	431.08	ok
0.101	23	443.0	ok
0.117	25	428.35	ok
0.098	22	449.5	ok
0.128	28	419.98	ok
0.177	32	420.19	ok
0.128	27	470.3	ok
0.185	36	413.12	ok
0.13	29	473.92	ok
0.185	35	460.81	ok
0.195	42	460.88	ok
0.183	33	497.57	ok
0.186	37	495.04	ok
0.206	44	475.21	ok
0.217	45	464.62	ok
0.185	34	504.89	ok
0.227	46	462.51	ok
0.194	41	496.06	ok
0.187	40	527.55	ok
0.186	38	532.63	ok
0.357	3	376.44	ok
0.343	1	391.56	ok
0.232	48	518.96	ok
0.232	47	525.64	ok
0.233	50	524.77	ok
0.234	51	542.52	ok
0.364	6	443.82	ok
0.247	52	561.32	ok
0.187	39	622.67	ok
0.336	0	473.72	ok
0.399	11	410.67	ok
0.233	49	577.55	ok
0.362	5	465.62	ok
0.38	8	448.8	ok
0.372	7	457.52	ok
0.377	4	453.65	ok
0.407	13	424.58	ok
0.341	2	491.18	ok
0.449	19	387.36	ok
0.446	17	390.69	ok
0.441	15	396.6	ok
0.482	26	355.72	ok
0.456	21	382.13	ok
0.387	9	451.63	ok
0.483	14	355.89	ok
0.195	43	644.54	ok
0.388	10	458.05	ok
0.483	12	367.55	ok
0.511	20	340.43	ok
0.539	24	313.35	ok
0.546	25	306.24	ok
0.514	16	351.18	ok
0.512	30	354.64	ok
0.548	22	319.05	ok
0.485	18	382.41	ok
0.548	28	319.06	ok
0.598	32	274.35	ok
0.544	23	328.17	ok
0.598	27	276.21	ok
0.512	31	362.43	ok
0.604	29	287.39	ok
0.599	36	293.02	ok
0.68	33	232.05	ok
0.656	42	256.77	ok
0.646	35	269.83	ok
0.682	44	234.17	ok
0.681	37	242.77	ok
0.69	46	257.63	ok
0.69	34	258.24	ok
0.682	45	265.98	ok
0.734	3	216.4	ok
0.69	41	260.01	ok
0.758	50	213.94	ok
0.715	40	257.67	ok
0.719	38	253.56	ok
0.734	1	238.41	ok
0.776	51	197.67	ok
0.809	52	165.37	ok
0.752	48	222.86	ok
0.808	6	166.43	ok
0.809	39	165.5	ok
0.758	47	219.49	ok
0.81	11	169.87	ok
0.828	5	160.61	ok
0.81	0	178.83	ok
0.81	49	178.36	ok
0.829	8	173.5	ok
0.831	4	182.48	ok
0.829	7	185.79	ok
0.837	19	198.99	ok
0.839	21	200.44	ok
0.833	2	206.83	ok
0.832	13	208.71	ok
0.839	9	222.15	ok
0.837	17	224.25	ok
0.838	26	223.89	ok
0.84	43	247.92	ok
0.846	10	241.63	ok
0.838	15	257.8	ok
0.866	16	245.64	ok
0.851	12	261.13	ok
0.867	18	244.78	ok
0.867	30	248.57	ok
0.851	20	264.93	ok
0.839	14	277.38	ok
0.875	31	242.48	ok
0.875	24	251.44	ok
0.879	25	270.42	ok
0.881	22	280.51	ok
0.932	27	233.17	ok
0.882	28	283.43	ok
0.938	29	227.59	ok
0.877	23	288.42	ok
0.979	35	187.07	ok
0.933	36	242.95	ok
0.931	32	245.84	ok
1.017	44	184.45	ok
1.017	45	194.8	ok
0.989	42	225.35	ok
1.016	37	202.36	ok
1.023	34	211.38	ok
1.015	33	221.69	ok
1.024	41	212.56	ok
1.053	38	184.43	ok
1.067	3	193.66	ok
1.092	50	175.74	ok
1.023	46	255.05	ok
1.091	47	216.79	ok
1.163	7	176.47	ok
1.052	40	295.08	ok
1.144	11	220.35	ok
1.085	48	282.34	ok
1.111	51	256.93	ok
1.068	1	315.37	ok
1.145	39	238.63	ok
1.145	52	239.22	ok
1.145	49	244.93	ok
1.161	5	229.34	ok
1.142	6	249.32	ok
1.17	19	224.78	ok
1.174	15	221.38	ok
1.145	0	250.52	ok
1.162	8	240.23	ok
1.165	4	264.44	ok
1.167	2	266.84	ok
1.177	17	260.02	ok
1.172	26	265.67	ok
1.172	21	265.48	ok
1.173	43	276.81	ok
1.184	12	284.75	ok
1.165	13	303.73	ok
1.174	9	298.41	ok
1.201	30	274.04	ok
1.173	14	301.73	ok
1.18	10	296.59	ok
1.202	16	274.09	ok
1.185	20	291.91	ok
1.209	24	268.43	ok
1.265	32	228.62	ok
1.211	23	282.47	ok
1.215	22	278.69	ok
1.215	28	278.5	ok
1.275	36	219.62	ok
1.272	29	223.08	ok
1.201	18	293.79	ok
1.208	31	286.76	ok
1.213	25	282.7	ok
1.265	27	269.68	ok
1.352	37	182.88	ok
1.313	35	222.8	ok
1.348	33	187.95	ok
1.323	42	220.21	ok
1.353	44	200.86	ok
1.364	46	208.49	ok
1.354	45	219.15	ok
1.364	41	209.38	ok
1.386	40	189.8	ok
1.401	3	228.29	ok
1.357	34	272.66	ok
1.402	1	227.46	ok
1.386	38	251.4	ok
1.418	48	219.5	ok
1.498	4	144.66	ok
1.477	6	166.21	ok
1.478	11	169.96	ok
1.425	50	222.84	ok
1.479	39	169.72	ok
1.496	8	153.5	ok
1.495	5	154.43	ok
1.479	0	171.3	ok
1.478	52	171.96	ok
1.501	2	149.53	ratelimited
1.427	47	224.2	ok
1.496	7	160.11	ok
1.444	51	215.7	ok
1.504	19	156.5	ok
1.48	49	181.27	ok
1.506	21	181.24	ok
1.505	26	192.23	ok
1.499	13	211.04	ok
1.508	14	218.26	ok
1.528	20	206.37	ok
1.514	10	225.51	ok
1.507	15	238.36	ok
1.507	9	238.95	ok
1.534	30	216.04	ok
1.511	17	239.67	ok
1.527	12	223.18	ok
1.542	24	208.26	ok
1.543	31	209.71	ok
1.507	43	250.59	ok
1.549	28	230.61	ok
1.604	32	175.1	ok
1.534	18	245.12	ok
1.542	16	238.49	ok
1.546	23	235.38	ok
1.547	25	235.06	ok
1.548	22	239.89	ok
1.682	33	110.48	ok
1.608	36	184.4	ok
1.607	29	186.04	ok
1.599	27	197.64	ok
1.686	37	121.52	ok
1.656	42	151.17	ok
1.649	35	162.58	ok
1.698	46	114.06	ok
1.686	44	143.98	ok
1.719	40	111.17	ok
1.69	34	140.89	ok
1.72	38	111.14	ok
1.697	41	134.27	ok
1.782	51	87.93	ok
1.761	47	113.78	ok
1.687	45	213.81	ok
1.735	3	166.37	ok
1.752	48	149.27	ok
1.759	50	147.09	ok
1.735	1	170.86	ok
1.815	6	120.06	ok
1.812	52	127.88	ok
1.837	19	131.82	ok
1.834	2	134.89	ok
1.812	11	157.09	ok
1.813	0	156.78	ok
1.829	5	140.82	ok
1.816	49	153.57	ok
1.812	39	157.37	ok
1.83	7	141.21	ok
1.829	8	141.75	ok
1.842	14	134.49	ok
1.842	15	135.28	ok
1.832	13	145.06	ok
1.854	10	126.78	ok
1.841	9	153.84	ok
1.833	4	166.44	ok
1.84	43	161.55	ok
1.839	21	163.5	ok
1.876	16	129.52	ok
1.868	18	137.5	ok
