t_rel	session_idx	ms	outcome
0.007	7	78.71	ok
0.007	6	83.68	ok
0.004	2	86.41	ok
0.006	5	87.71	ok
0.002	0	94.81	ok
0.004	1	104.2	ok
0.005	3	109.84	ok
0.025	11	92.92	ok
0.027	12	93.47	ok
0.04	15	99.72	ok
0.043	16	98.1	ok
0.036	14	108.31	ok
0.051	20	97.2	ok
0.054	22	98.41	ok
0.01	8	146.26	ok
0.05	18	106.69	ok
0.047	17	114.41	ok
0.054	23	110.27	ok
0.058	24	106.75	ok
0.03	13	136.51	ok
0.053	21	116.42	ok
0.09	29	86.49	ok
0.005	4	173.63	ok
0.023	10	157.51	ok
0.108	37	78.19	ok
0.072	26	115.14	ok
0.107	35	80.12	ok
0.051	19	139.36	ok
0.086	28	104.3	ok
0.08	27	130.62	ok
0.14	53	71.9	ok
0.016	9	196.65	ok
0.127	48	87.23	ok
0.095	30	119.52	ok
0.124	46	90.95	ok
0.095	31	128.35	ok
0.127	50	97.25	ok
0.1	32	124.89	ok
0.066	25	160.95	ok
0.15	54	77.53	ok
0.122	44	107.49	ok
0.126	47	103.21	ok
0.108	36	126.77	ok
0.109	39	128.88	ok
0.115	41	134.36	ok
0.168	62	81.14	ok
0.109	38	141.44	ok
0.17	64	85.19	ok
0.128	51	133.99	ok
0.123	45	140.19	ok
0.105	33	168.04	ok
0.155	56	118.99	ok
0.188	68	86.46	ok
0.164	59	114.85	ok
0.172	65	115.36	ok
0.118	43	170.67	ok
0.106	34	183.14	ok
0.162	58	129.64	ok
0.115	42	177.05	ok
0.154	55	142.49	ok
0.114	40	183.56	ok
0.168	61	137.02	ok
0.23	77	75.47	ok
0.199	72	107.96	ok
0.189	71	121.76	ok
0.159	57	155.47	ok
0.22	75	94.71	ok
0.18	66	135.7	ok
0.228	76	89.96	ok
0.189	70	131.03	ok
0.135	52	185.41	ok
0.251	81	70.65	ok
0.205	73	120.35	ok
0.127	49	200.54	ok
0.253	82	77.69	ok
0.253	83	80.18	ok
0.186	67	157.21	ok
0.263	89	80.44	ok
0.167	60	190.22	ok
0.169	63	189.76	ok
0.21	74	149.9	ok
0.293	96	76.71	ok
0.257	84	121.83	ok
0.24	79	151.47	ok
0.241	80	162.55	ok
0.264	92	139.18	ok
0.26	86	143.35	ok
0.264	91	140.43	ok
0.293	98	113.04	ok
0.291	95	117.12	ok
0.26	85	165.02	ok
0.239	78	186.2	ok
0.28	94	145.87	ok
0.262	88	163.95	ok
0.35	8	76.4	ok
0.332	106	94.91	ok
0.319	104	107.81	ok
0.334	107	97.53	ok
0.308	101	127.59	ok
0.37	14	70.26	ok
0.264	90	179.3	ok
0.298	99	146.07	ok
0.346	112	117.51	ok
0.341	1	123.02	ok
0.343	4	123.57	ok
0.365	13	101.81	ok
0.312	103	155.16	ok
0.293	97	174.12	ok
0.262	87	205.98	ok
0.3	100	168.36	ok
0.345	7	125.5	ok
0.309	102	162.94	ok
0.189	69	284.4	ok
0.265	93	208.6	ok
0.338	3	137.88	ok
0.358	10	119.15	ok
0.356	118	122.16	ok
0.406	26	72.33	ok
0.338	2	140.84	ok
0.427	29	51.77	ok
0.335	108	146.08	ok
0.412	136	81.85	ok
0.336	109	160.02	ok
0.363	12	134.17	ok
0.37	122	127.88	ok
0.356	119	149.07	ok
0.365	11	140.54	ok
0.352	113	153.4	ok
0.425	28	81.83	ok
0.39	127	116.81	ok
0.377	16	130.83	ok
0.376	15	136.86	ok
0.34	6	176.96	ok
0.339	0	178.95	ok
0.371	123	147.28	ok
0.349	9	169.16	ok
0.33	105	199.5	ok
0.34	5	189.79	ok
0.433	30	97.64	ok
0.369	121	168.31	ok
0.487	55	57.31	ok
0.431	157	115.67	ok
0.356	120	194.06	ok
0.403	133	151.19	ok
0.355	116	208.18	ok
0.47	52	96.56	ok
0.41	135	162.33	ok
0.439	31	134.81	ok
0.38	126	200.21	ok
0.444	37	137.99	ok
0.466	50	117.23	ok
0.355	117	228.41	ok
0.43	155	153.87	ok
0.447	38	137.34	ok
0.372	124	213.63	ok
0.474	53	113.27	ok
0.34	110	247.74	ok
0.406	134	184.92	ok
0.488	56	102.75	ok
0.376	125	216.16	ok
0.355	115	240.46	ok
0.428	154	168.26	ok
0.345	111	256.52	ok
0.414	27	196.6	ok
0.441	35	170.11	ok
0.427	153	186.69	ok
0.383	18	231.07	ok
0.43	156	199.6	ok
0.456	39	177.09	ok
0.467	48	166.35	ok
0.354	114	279.61	ok
0.494	57	145.74	ok
0.498	59	157.9	ok
0.385	20	271.75	ok
0.496	58	164.29	ok
0.457	43	203.29	ok
0.387	22	272.99	ok
0.448	40	212.64	ok
0.461	46	200.04	ok
0.399	25	261.23	ok
0.483	54	178.85	ok
0.508	61	158.5	ok
0.415	142	254.35	ok
0.44	34	231.05	ok
0.415	139	269.94	ok
0.523	70	162.63	ok
0.461	49	225.0	ok
0.397	129	304.62	ok
0.458	42	243.73	ok
0.461	51	240.22	ok
0.414	137	293.35	ok
0.394	23	314.03	ok
0.46	47	248.59	ok
0.541	73	172.0	ok
0.574	79	141.02	ok
0.416	145	298.99	ok
0.418	152	309.04	ok
0.391	17	336.0	ok
0.44	32	287.16	ok
0.455	44	271.96	ok
0.448	41	280.02	ok
0.39	21	339.5	ok
0.384	19	345.54	ok
0.417	151	313.18	ok
0.503	64	227.98	ok
0.456	45	275.2	ok
0.586	82	145.5	ok
0.594	85	138.22	ok
0.519	67	212.96	ok
0.502	62	231.14	ok
0.416	143	317.24	ok
0.597	91	140.65	ok
0.395	24	348.76	ok
0.416	146	328.16	ok
0.455	159	289.6	ok
0.415	141	330.75	ok
0.397	130	349.62	ok
0.45	36	308.01	ok
0.416	144	342.19	ok
0.596	88	169.34	ok
0.561	76	204.28	ok
0.416	147	349.35	ok
0.415	138	352.1	ok
0.59	83	177.22	ok
0.417	148	352.3	ok
0.614	94	155.68	ok
0.504	63	267.11	ok
0.507	60	264.0	ok
0.645	103	126.3	ok
0.633	100	138.76	ok
0.522	68	251.07	ok
0.516	66	264.69	ok
0.457	33	323.32	ok
0.533	72	248.38	ok
0.417	150	364.0	ok
0.573	78	209.72	ok
0.522	69	260.89	ok
0.506	65	281.41	ok
0.401	132	388.69	ok
0.56	75	231.64	ok
0.584	81	209.0	ok
0.597	90	197.57	ok
0.417	149	379.81	ok
0.4	131	397.26	ok
0.433	158	364.54	ok
0.415	140	382.97	ok
0.574	80	224.46	ok
0.665	106	134.01	ok
0.63	97	169.27	ok
0.688	115	111.61	ok
0.671	109	128.42	ok
0.68	112	120.24	ok
0.593	84	212.45	ok
0.563	77	245.74	ok
0.597	89	214.23	ok
0.674	1	137.62	ok
0.523	71	289.76	ok
0.394	128	418.25	ok
0.594	86	219.31	ok
0.598	92	215.52	ok
0.627	95	187.26	ok
0.544	74	270.21	ok
0.681	7	138.11	ok
0.68	4	141.56	ok
0.691	10	131.97	ok
0.653	104	175.95	ok
0.701	13	132.21	ok
0.667	107	167.64	ok
0.627	98	210.98	ok
0.641	101	216.39	ok
0.673	2	184.78	ok
0.673	5	189.12	ok
0.674	110	188.76	ok
0.64	99	230.56	ok
0.598	93	274.38	ok
0.691	116	188.0	ok
0.69	119	189.54	ok
0.686	113	193.32	ok
0.689	8	190.43	ok
0.598	87	281.87	ok
0.7	118	201.29	ok
0.703	121	198.59	ok
0.709	125	196.04	ok
0.698	11	207.61	ok
0.703	122	203.48	ok
0.71	16	203.69	ok
0.746	136	173.09	ok
0.626	96	295.65	ok
0.724	127	198.2	ok
0.663	105	259.63	ok
0.67	108	252.8	ok
0.749	142	173.67	ratelimited
0.704	14	219.48	ok
0.727	17	196.46	ok
0.749	143	174.54	ratelimited
0.739	26	184.47	ok
0.721	22	203.09	ok
0.718	20	205.86	ok
0.659	102	264.75	ok
0.674	6	250.75	ok
0.706	124	219.21	ok
0.728	23	197.33	ok
0.733	25	197.39	ok
0.769	157	161.09	ok
0.748	139	182.29	ratelimited
0.75	145	181.36	ratelimited
0.751	151	180.95	ratelimited
0.739	134	193.16	ok
0.759	28	172.86	ok
0.747	130	185.91	ratelimited
0.69	120	244.1	ok
0.73	19	205.22	ok
0.679	111	256.62	ok
0.705	123	230.84	ok
0.673	0	263.31	ok
0.696	12	239.72	ok
0.69	117	246.37	ok
0.751	152	185.66	ratelimited
0.769	148	171.4	ratelimited
0.773	34	167.18	ok
0.777	37	163.67	ok
0.761	154	179.72	ok
0.737	133	205.25	ok
0.75	146	192.59	ratelimited
0.747	137	197.1	ok
0.763	155	181.47	ok
0.782	40	164.91	ok
0.772	31	174.55	ok
0.782	41	168.27	ok
0.79	43	172.84	ok
0.685	9	278.79	ok
0.774	35	191.07	ok
0.764	29	203.15	ok
0.744	24	229.32	ok
0.71	15	263.49	ok
0.794	46	194.07	ok
0.831	55	157.71	ok
0.718	126	272.52	ok
0.68	3	310.73	ok
0.744	135	246.88	ok
0.749	141	242.28	ok
0.73	129	263.24	ratelimited
0.807	52	187.97	ok
0.793	47	201.6	ok
0.789	44	206.07	ok
0.774	32	221.56	ok
0.688	114	314.95	ok
0.856	70	148.07	ok
0.794	49	210.38	ok
0.8	50	205.78	ok
0.781	38	224.41	ok
0.747	27	270.22	ok
0.73	21	287.78	ok
0.717	18	300.87	ok
0.807	53	211.02	ok
0.764	156	256.14	ok
0.758	144	262.16	ratelimited
0.931	91	90.67	ok
0.761	153	261.2	ok
0.93	88	92.24	ok
0.766	147	258.42	ok
0.781	150	243.04	ok
0.837	64	191.92	ok
0.875	73	153.9	ok
0.927	85	106.07	ok
0.853	67	180.15	ok
0.844	61	193.62	ok
0.907	79	130.52	ok
0.829	58	211.04	ok
0.895	76	147.87	ok
0.767	138	276.02	ok
0.921	82	122.04	ok
0.789	159	255.66	ok
0.86	71	185.09	ok
0.797	131	249.5	ok
0.964	97	90.32	ok
0.795	51	260.95	ok
0.798	140	257.85	ok
0.813	128	243.6	ratelimited
0.791	42	267.78	ok
0.947	94	112.54	ok
0.999	106	61.02	ok
0.77	30	290.26	ok
0.784	36	277.42	ok
0.966	100	107.0	ok
0.798	158	276.06	ok
0.835	62	239.06	ok
0.924	83	149.95	ok
0.855	68	218.92	ok
0.832	59	243.95	ok
1.008	1	68.54	ok
0.797	149	282.4	ok
0.821	56	258.21	ok
0.85	65	229.84	ok
0.931	92	148.87	ok
0.907	80	173.92	ok
0.877	74	204.36	ok
0.897	77	195.09	ok
0.96	98	132.34	ok
0.79	39	311.03	ok
1.034	118	67.41	ok
0.988	103	114.99	ok
0.928	86	202.6	ok
0.961	95	176.82	ok
0.934	89	203.74	ok
0.99	104	160.83	ok
1.026	10	125.83	ok
1.046	16	105.74	ok
1.034	13	118.14	ok
0.975	101	180.29	ok
0.849	60	306.55	ok
0.838	63	322.31	ok
1.007	107	154.48	ok
1.039	124	122.37	ok
1.013	112	148.48	ok
1.064	19	98.2	ok
0.827	57	334.56	ok
1.057	127	105.67	ok
1.014	4	150.02	ok
1.021	115	142.48	ok
1.014	7	150.73	ok
1.005	109	162.17	ok
1.071	133	96.51	ok
1.054	22	113.96	ok
1.036	121	133.37	ok
0.819	54	351.0	ok
0.906	78	264.77	ok
0.79	132	380.79	ok
0.801	48	370.63	ok
0.931	90	240.86	ok
0.893	75	278.26	ok
0.791	33	381.05	ok
0.932	93	240.77	ok
0.935	87	238.22	ok
1.023	8	150.76	ok
1.019	113	154.54	ok
0.801	45	372.67	ok
1.006	5	168.07	ok
1.023	119	151.69	ok
1.007	110	167.78	ok
1.007	2	167.66	ok
1.095	154	87.9	ok
1.09	151	95.24	ok
1.037	14	161.64	ok
0.996	102	206.97	ok
0.866	72	337.31	ok
0.853	66	358.28	ok
0.927	84	285.33	ok
0.856	69	357.74	ok
1.003	108	216.83	ok
0.959	96	261.0	ok
0.918	81	303.17	ok
1.097	28	128.25	ok
1.084	142	144.49	ok
1.026	116	203.96	ok
