t_rel	session_idx	ms	outcome
0.007	1	280.12	ok
0.016	3	271.88	ok
0.022	6	294.46	ok
0.02	5	296.29	ok
0.032	7	284.31	ok
0.002	0	320.03	ok
0.039	12	282.93	ok
0.016	4	305.91	ok
0.051	17	271.52	ok
0.04	14	282.87	ok
0.038	10	288.21	ok
0.038	8	293.71	ok
0.039	11	295.82	ok
0.056	21	315.52	ok
0.04	13	332.52	ok
0.038	9	360.56	ok
0.041	16	358.07	ok
0.111	33	347.53	ok
0.041	15	418.21	ok
0.062	22	398.08	ok
0.051	18	408.88	ok
0.07	25	390.14	ok
0.071	27	389.74	ok
0.072	28	395.93	ok
0.062	23	414.66	ok
0.066	24	411.36	ok
0.054	20	427.9	ok
0.082	30	407.0	ok
0.112	34	378.22	ok
0.072	29	420.2	ok
0.054	19	438.67	ok
0.071	26	422.19	ok
0.01	2	487.31	ok
0.102	32	409.09	ok
0.144	44	422.58	ok
0.122	39	445.81	ok
0.132	40	437.57	ok
0.116	37	455.84	ok
0.116	38	456.54	ok
0.141	41	498.61	ok
0.143	42	497.33	ok
0.113	36	528.01	ok
0.113	35	528.92	ok
0.166	49	476.11	ok
0.092	31	550.76	ok
0.144	43	501.98	ok
0.162	47	484.21	ok
0.158	46	521.5	ok
0.166	48	514.51	ok
0.335	0	345.45	ok
0.35	4	331.47	ok
0.358	6	323.63	ok
0.167	51	514.96	ok
0.341	1	341.27	ok
0.152	45	530.73	ok
0.349	3	333.75	ok
0.167	52	516.71	ok
0.354	5	330.94	ok
0.382	11	311.36	ok
0.373	12	321.39	ok
0.166	50	527.83	ok
0.367	7	332.11	ok
0.371	8	330.07	ok
0.382	14	319.12	ok
0.382	10	330.98	ok
0.385	17	328.33	ok
0.373	13	340.51	ok
0.392	21	323.92	ok
0.399	9	318.02	ok
0.46	22	266.02	ok
0.4	16	349.68	ok
0.46	18	294.02	ok
0.459	33	327.32	ok
0.461	25	335.64	ok
0.459	15	347.77	ok
0.461	27	350.22	ok
0.468	28	344.82	ok
0.573	38	402.71	ok
0.497	2	481.72	ok
0.493	26	487.45	ok
0.511	32	498.8	ok
0.641	36	369.14	ok
0.482	20	539.74	ok
0.683	3	358.49	ok
0.568	39	474.63	ok
0.681	0	361.96	ok
0.64	41	403.22	ok
0.684	4	359.49	ok
0.567	44	477.39	ok
0.68	48	364.39	ok
0.642	35	403.26	ok
0.702	7	343.97	ok
0.687	5	358.71	ok
0.692	6	354.6	ok
0.572	37	474.78	ok
0.68	46	367.58	ok
0.683	45	365.11	ok
0.646	47	401.94	ok
0.642	49	406.01	ratelimited
0.489	30	559.99	ok
0.478	24	571.91	ok
0.646	43	404.16	ok
0.682	1	368.35	ok
0.684	52	366.9	ok
0.492	29	559.11	ok
0.682	51	369.82	ok
0.641	42	411.38	ok
0.477	23	575.51	ok
0.57	40	483.38	ok
0.694	50	359.08	ok
0.643	31	412.41	ok
0.49	34	566.86	ok
0.493	19	565.4	ok
0.714	13	358.48	ok
0.705	8	367.81	ok
0.715	10	357.97	ok
0.706	12	367.28	ok
0.716	14	390.07	ok
0.716	11	404.53	ok
0.718	17	413.16	ok
0.732	9	413.14	ok
0.792	33	362.01	ok
0.725	21	429.74	ok
0.799	22	366.99	ok
0.749	16	417.41	ok
0.807	15	359.97	ok
0.976	38	191.87	ok
0.794	18	374.02	ok
1.01	32	172.0	ok
0.979	2	211.27	ok
0.796	25	395.23	ok
0.811	27	381.05	ok
1.022	20	194.4	ok
0.981	26	235.84	ok
1.043	41	178.77	ok
1.043	39	179.86	ok
1.042	3	180.72	ok
1.043	0	217.71	ok
0.813	28	463.98	ok
1.046	7	233.5	ok
1.045	35	246.03	ok
1.049	49	243.42	ok
1.044	44	247.9	ok
1.045	48	247.86	ok
1.044	4	248.89	ok
1.05	24	245.51	ok
1.053	40	242.77	ok
1.053	23	243.57	ok
1.051	29	248.37	ok
1.049	30	250.97	ok
1.047	37	253.35	ok
1.011	36	289.89	ok
1.048	47	255.6	ok
1.048	45	258.08	ok
1.046	5	260.11	ok
1.05	43	256.27	ok
1.046	6	261.64	ok
1.054	50	279.85	ok
1.052	42	283.22	ok
1.051	1	288.62	ok
1.052	51	289.73	ok
1.047	46	294.58	ok
1.057	34	292.87	ok
1.055	31	310.84	ok
1.058	19	310.07	ok
1.106	14	263.67	ok
1.146	9	224.39	ok
1.051	52	319.2	ok
1.072	13	304.87	ok
1.073	8	311.76	ok
1.155	33	241.59	ok
1.132	17	264.62	ok
1.121	11	275.65	ok
1.073	10	323.29	ok
1.168	18	260.15	ok
1.166	22	264.24	ok
1.155	21	275.82	ok
1.314	26	149.03	ok
1.277	28	186.89	ok
1.167	15	312.43	ok
1.309	38	170.79	ok
1.193	27	289.98	ok
1.074	12	408.91	ok
1.315	2	168.82	ok
1.192	25	293.54	ok
1.344	32	142.43	ok
1.375	3	111.8	ok
1.351	36	136.15	ok
1.356	20	133.06	ok
1.376	39	113.01	ok
1.167	16	324.85	ok
1.378	44	158.84	ok
1.378	48	158.72	ok
1.377	4	159.79	ok
1.38	37	160.33	ok
1.381	45	159.67	ok
1.377	41	164.28	ok
1.38	6	161.41	ok
1.381	5	163.54	ok
1.376	0	168.05	ok
1.382	30	178.07	ok
1.383	49	184.83	ratelimited
1.383	47	188.73	ok
1.381	46	191.09	ok
1.384	24	188.61	ratelimited
1.382	35	190.39	ok
1.383	43	197.71	ok
1.384	52	197.73	ok
1.385	1	239.77	ratelimited
1.38	7	245.44	ok
1.385	51	240.05	ok
1.386	23	242.46	ok
1.386	42	248.22	ok
1.41	10	224.73	ok
1.388	50	247.53	ok
1.391	40	243.95	ok
1.385	29	250.79	ok
1.406	13	236.77	ok
1.406	8	240.88	ok
1.391	34	256.69	ratelimited
1.392	19	255.8	ratelimited
1.389	31	263.7	ratelimited
1.439	14	213.21	ok
1.454	11	199.92	ok
1.479	9	175.29	ok
1.483	12	177.24	ok
1.467	17	207.54	ok
1.5	16	193.61	ok
1.61	28	86.95	ok
1.502	18	195.19	ok
1.525	25	173.24	ok
1.488	33	212.62	ok
1.648	26	54.71	ok
1.502	22	201.43	ok
1.488	21	227.52	ok
1.527	27	189.61	ok
1.648	38	68.66	ok
1.648	2	69.52	ok
1.504	15	214.52	ok
1.689	20	91.21	ok
1.678	32	126.9	ok
1.684	36	120.55	ok
1.709	3	96.47	ok
1.711	4	115.75	ok
1.71	0	116.82	ok
1.709	39	119.74	ok
1.711	44	147.42	ok
1.714	37	155.37	ok
1.713	7	158.85	ok
1.716	45	155.76	ok
1.717	30	159.58	ok
1.712	48	164.93	ok
1.719	51	174.47	ok
1.718	24	175.64	ok
1.718	46	176.77	ok
1.71	41	190.83	ok
1.718	29	183.26	ok
1.717	49	184.59	ok
1.714	5	194.24	ok
1.717	43	194.55	ok
1.715	35	204.07	ok
1.716	6	210.04	ok
1.724	34	209.72	ok
1.72	52	222.51	ok
1.717	47	225.55	ok
1.806	17	138.52	ok
1.725	40	219.66	ok
1.722	50	228.29	ok
1.773	14	177.32	ok
1.72	23	254.39	ok
1.835	22	150.63	ok
1.818	12	171.7	ok
1.719	42	271.05	ok
1.725	19	265.79	ok
1.859	25	132.31	ok
1.836	18	155.59	ok
1.744	10	247.91	ok
1.719	1	273.03	ok
1.824	21	167.59	ok
1.788	11	208.66	ok
1.819	9	188.78	ok
1.837	15	170.74	ok
1.86	27	148.77	ok
1.821	33	187.57	ok
1.746	13	263.41	ok
1.725	31	283.73	ok
1.834	16	175.55	ok
1.944	28	66.57	ok
1.74	8	270.92	ok
1.983	38	56.96	ok
2.011	32	35.86	ok
1.983	2	68.39	ok
1.982	26	80.38	ok
2.018	36	70.7	ok
2.023	20	96.38	ok
2.045	4	144.15	ok
2.042	3	166.35	ok
2.05	45	158.2	ok
2.044	41	165.0	ok
2.045	48	163.75	ok
2.048	5	161.1	ok
2.047	7	162.53	ok
2.05	35	159.07	ok
2.048	37	161.8	ok
2.043	39	178.93	ok
2.043	0	180.87	ok
2.051	6	174.2	ok
2.051	49	175.07	ok
2.052	30	192.61	ok
2.059	34	186.05	ok
2.052	24	192.81	ok
2.054	42	191.1	ok
2.052	46	193.52	ok
2.051	43	198.95	ok
2.045	44	208.73	ok
2.054	29	204.33	ok
2.053	47	216.0	ok
2.052	51	219.99	ok
2.055	52	217.92	ok
2.059	40	216.45	ok
2.108	14	179.84	ok
2.075	8	215.78	ok
2.059	19	232.14	ok
2.061	31	231.24	ok
2.06	50	236.14	ok
2.054	23	242.53	ok
2.121	11	175.86	ok
2.201	25	96.95	ok
2.086	10	212.27	ok
2.139	17	166.01	ok
2.17	16	136.5	ok
2.158	21	167.58	ok
2.178	15	146.82	ok
2.059	1	266.65	ok
2.169	18	164.74	ok
2.152	12	182.47	ok
2.169	22	165.98	ok
2.085	13	249.73	ok
2.157	33	178.58	ok
2.153	9	182.99	ok
2.202	27	135.03	ok
2.277	28	60.0	ok
2.315	26	46.84	ok
2.317	38	192.18	ok
2.356	20	164.12	ok
2.345	32	178.03	ok
2.316	2	207.13	ok
2.376	3	154.38	ok
2.376	39	168.31	ok
2.351	36	197.85	ok
2.378	4	240.69	ok
2.377	0	242.2	ok
2.377	41	242.24	ok
2.384	49	275.41	ok
2.381	37	278.73	ok
2.379	48	281.19	ok
2.381	5	278.67	ok
2.38	7	282.62	ok
2.378	44	292.49	ok
2.384	45	296.85	ok
2.385	35	295.94	ok
2.385	43	296.41	ok
2.386	47	306.64	ok
2.384	6	309.1	ok
