t_rel	session_idx	ms	outcome
0.014	1	166.3	ok
0.04	5	148.59	ok
0.017	2	223.52	ok
0.047	7	230.52	ok
0.047	6	280.32	ok
0.036	4	301.47	ok
0.029	3	309.24	ok
0.05	8	324.0	ok
0.064	13	309.72	ok
0.086	17	287.89	ok
0.086	16	288.36	ok
0.001	0	388.5	ok
0.064	11	353.97	ok
0.092	18	330.26	ok
0.098	20	329.96	ok
0.067	14	361.76	ok
0.073	15	396.45	ok
0.096	19	374.25	ok
0.05	9	421.75	ok
0.06	10	413.79	ok
0.11	24	364.22	ok
0.1	21	374.75	ok
0.064	12	411.25	ok
0.101	22	375.27	ok
0.101	23	376.49	ok
0.12	26	399.99	ok
0.143	31	377.95	ok
0.13	27	395.54	ok
0.11	25	417.33	ok
0.135	30	393.86	ok
0.145	34	384.96	ok
0.145	37	427.09	ok
0.135	29	438.58	ok
0.145	36	429.14	ok
0.131	28	449.48	ok
0.164	42	456.83	ok
0.144	33	485.98	ok
0.144	32	486.92	ok
0.166	44	518.1	ok
0.164	43	530.7	ok
0.168	45	547.93	ok
0.145	35	571.58	ok
0.163	41	554.38	ok
0.169	47	576.38	ok
0.369	4	377.15	ok
0.17	48	577.75	ok
0.146	38	602.03	ok
0.381	7	374.92	ok
0.15	39	609.65	ok
0.175	52	585.37	ok
0.159	40	603.89	ok
0.172	49	604.39	ok
0.373	5	403.21	ok
0.172	50	605.29	ok
0.35	2	427.6	ok
0.348	1	430.44	ok
0.389	0	390.87	ok
0.172	51	608.07	ok
0.364	3	423.5	ok
0.169	46	618.87	ok
0.42	17	382.8	ok
0.383	8	421.05	ok
0.398	13	456.64	ok
0.42	16	434.63	ok
0.428	18	439.3	ok
0.383	6	484.56	ok
0.418	11	478.65	ok
0.429	14	469.97	ok
0.432	20	488.06	ok
0.472	9	448.34	ok
0.471	19	450.34	ok
0.474	24	482.04	ok
0.573	37	384.56	ok
0.475	21	483.2	ok
0.476	22	482.52	ok
0.47	15	492.05	ok
0.529	30	433.53	ok
0.475	12	487.72	ok
0.474	10	515.89	ok
0.521	31	469.76	ok
0.53	34	465.14	ok
0.573	29	429.95	ok
0.58	28	423.78	ok
0.525	27	478.89	ok
0.477	23	527.31	ok
0.574	36	434.95	ok
0.684	44	337.59	ok
0.695	43	329.57	ok
0.631	32	398.03	ok
0.717	35	312.67	ok
0.63	33	399.47	ok
0.52	26	510.21	ok
0.716	45	314.57	ok
0.718	41	314.5	ok
0.621	42	413.89	ok
0.76	39	276.05	ok
0.528	25	509.33	ok
0.746	47	291.69	ok
0.747	4	290.97	ok
0.748	38	290.04	ok
0.747	48	291.79	ok
0.777	5	265.58	ok
0.763	40	322.82	ok
0.76	52	326.41	ok
0.778	2	314.83	ok
0.756	7	339.13	ok
0.778	1	318.07	ok
0.78	0	329.61	ok
0.777	50	334.17	ok
0.787	3	325.05	ok
0.776	49	336.6	ok
0.781	51	342.02	ok
0.788	46	347.54	ok
0.804	8	331.56	ok
0.956	24	179.74	ok
0.803	17	335.11	ok
0.897	11	254.06	ok
0.921	9	230.14	ok
0.962	15	188.79	ok
0.899	14	264.11	ok
0.855	16	343.43	ok
0.855	13	349.14	ok
0.921	19	299.85	ok
0.868	6	356.06	ok
0.957	37	266.9	ok
0.958	21	266.45	ok
0.92	20	304.71	ok
0.867	18	359.46	ok
0.99	10	247.41	ok
0.963	12	274.77	ok
1.004	28	234.16	ok
0.995	34	243.94	ok
0.991	31	248.5	ok
1.004	27	236.89	ok
0.963	30	279.15	ok
1.009	36	232.7	ok
1.022	44	223.61	ok
0.959	22	287.41	ok
1.029	43	217.07	ok
1.037	25	210.31	ok
1.03	33	217.93	ok
1.049	45	198.41	ok
1.05	35	198.03	ok
1.003	29	244.73	ok
1.029	32	219.78	ok
1.005	23	245.05	ok
1.086	38	171.6	ok
1.051	41	214.4	ok
1.03	26	267.41	ok
1.035	42	267.14	ok
