t_rel	session_idx	ms	outcome
0.024	12	58.5	ok
0.014	7	69.66	ok
0.019	9	66.57	ok
0.023	11	90.1	ok
0.003	3	116.25	ok
0.013	6	109.02	ok
0.054	21	69.67	ok
0.002	0	122.49	ok
0.037	17	87.53	ok
0.025	14	100.2	ok
0.044	18	82.23	ok
0.004	4	122.68	ok
0.013	5	114.71	ok
0.014	8	113.87	ok
0.003	2	130.54	ok
0.027	15	106.53	ok
0.052	20	86.05	ok
0.003	1	140.75	ok
0.051	19	103.2	ok
0.097	31	63.43	ok
0.055	22	106.41	ok
0.062	23	102.37	ok
0.097	30	68.11	ok
0.084	26	85.53	ok
0.099	32	85.52	ok
0.111	35	73.23	ok
0.097	29	88.4	ok
0.093	27	116.89	ok
0.033	16	177.6	ok
0.073	24	140.09	ok
0.134	48	89.22	ok
0.083	25	143.92	ok
0.096	28	133.23	ok
0.13	46	111.21	ok
0.024	13	217.27	ok
0.022	10	220.28	ok
0.117	38	125.51	ok
0.103	34	139.55	ok
0.123	40	120.03	ok
0.129	43	114.28	ok
0.115	37	128.63	ok
0.128	41	122.98	ok
0.174	55	80.86	ok
0.133	47	121.93	ok
0.13	45	129.93	ok
0.129	42	134.24	ok
0.114	36	153.38	ok
0.171	53	98.29	ok
0.152	51	120.52	ok
0.099	33	174.14	ok
0.144	50	129.99	ok
0.178	59	102.96	ok
0.129	44	152.27	ok
0.14	49	152.78	ok
0.165	52	128.63	ok
0.187	64	107.73	ok
0.193	67	102.87	ok
0.196	74	100.23	ok
0.176	58	120.49	ok
0.118	39	180.88	ok
0.195	70	118.95	ok
0.194	69	120.51	ok
0.183	60	137.08	ok
0.195	71	128.75	ok
0.203	77	129.02	ok
0.224	83	109.63	ok
0.273	98	62.26	ok
0.216	80	118.66	ok
0.27	95	79.21	ok
0.23	86	122.07	ok
0.263	92	96.16	ok
0.191	65	172.35	ok
0.186	63	179.39	ok
0.225	84	141.75	ok
0.204	78	163.19	ok
0.171	54	195.97	ok
0.176	57	191.7	ok
0.192	66	177.61	ok
0.24	88	132.6	ok
0.27	94	113.62	ok
0.185	62	199.09	ok
0.271	96	114.57	ok
0.253	89	140.48	ok
0.196	73	190.17	ok
0.203	76	183.78	ok
0.195	72	200.79	ok
0.262	91	122.78	ok
0.288	102	114.81	ok
0.193	68	214.44	ok
0.275	99	137.25	ok
0.174	56	240.33	ok
0.352	9	71.12	ok
0.313	108	112.28	ok
0.27	93	157.95	ok
0.198	75	230.06	ok
0.261	90	167.21	ok
0.336	113	96.89	ok
0.303	107	131.03	ok
0.347	6	92.0	ok
0.359	119	82.13	ok
0.224	82	219.47	ok
0.184	61	259.02	ok
0.336	1	118.34	ok
0.283	101	172.09	ok
0.292	103	163.24	ok
0.344	2	115.61	ok
0.324	111	135.22	ok
0.23	87	230.59	ok
0.294	104	166.89	ok
0.272	97	190.02	ok
0.342	115	129.69	ok
0.347	7	135.72	ok
0.321	109	163.21	ok
0.204	79	280.62	ok
0.359	13	126.25	ok
