t_rel	session	ms	outcome	t_abs
1.822	4	309.74	ok	1788022410.391
1.823	7	506.38	ok	1788022410.392
1.828	29	501.61	ok	1788022410.397
2.029	8	403.24	ok	1788022410.598
2.026	37	495.15	ok	1788022410.595
2.025	2	500.48	ok	1788022410.594
2.121	26	405.21	ok	1788022410.690
2.225	47	592.57	ok	1788022410.794
2.517	43	402.33	ok	1788022411.086
2.42	11	500.07	ok	1788022410.989
2.527	33	395.43	ok	1788022411.096
2.518	10	405.54	ok	1788022411.087
1.824	19	1192.46	ok	1788022410.393
1.824	46	1193.51	ok	1788022410.393
2.318	32	699.6	ok	1788022410.887
2.156	4	862.47	ok	1788022410.725
2.033	6	986.33	ok	1788022410.602
2.121	48	898.09	ok	1788022410.690
2.527	36	493.16	ok	1788022411.096
2.132	21	888.86	ok	1788022410.701
2.629	20	392.33	ok	1788022411.198
2.122	13	902.51	ok	1788022410.691
2.331	18	694.13	ok	1788022410.900
2.329	7	695.9	ok	1788022410.898
2.033	35	992.58	ok	1788022410.602
2.432	8	593.93	ok	1788022411.001
2.33	29	698.43	ok	1788022410.899
2.813	3	216.43	ok	1788022411.382
2.632	9	397.71	ok	1788022411.201
2.629	49	401.24	ok	1788022411.198
2.528	34	503.18	ok	1788022411.097
2.814	24	216.97	ok	1788022411.383
2.718	15	312.75	ok	1788022411.287
2.528	5	503.36	ok	1788022411.097
2.725	51	307.82	ok	1788022411.294
2.625	25	407.95	ok	1788022411.194
2.624	41	411.89	ok	1788022411.193
2.818	47	293.43	ok	1788022411.387
2.814	27	300.32	ok	1788022411.383
2.526	2	593.47	ok	1788022411.095
2.521	37	598.36	ok	1788022411.090
2.818	31	303.28	ok	1788022411.387
2.727	16	396.82	ok	1788022411.296
2.521	14	603.58	ok	1788022411.090
2.815	23	310.53	ok	1788022411.384
2.83	42	297.85	ok	1788022411.399
2.833	39	304.91	ok	1788022411.402
2.814	22	324.71	ok	1788022411.383
2.834	45	304.89	fail:유입 속도 상한 초과 — 분석 스킵	1788022411.403
2.833	44	305.99	ok	1788022411.402
2.526	26	698.58	ok	1788022411.095
2.723	40	503.12	ok	1788022411.292
2.925	38	300.92	ok	1788022411.494
3.02	30	210.51	ok	1788022411.589
3.019	0	211.98	ok	1788022411.588
2.918	12	313.28	ok	1788022411.487
2.919	28	313.09	ok	1788022411.488
3.036	41	282.12	fail:유입 속도 상한 초과 — 분석 스킵	1788022411.605
2.923	33	397.21	fail:유입 속도 상한 초과 — 분석 스킵	1788022411.492
3.02	36	300.47	ok	1788022411.589
2.923	10	397.62	ok	1788022411.492
3.025	18	297.05	ok	1788022411.594
3.019	6	303.19	ok	1788022411.588
3.026	8	297.36	ok	1788022411.595
3.021	20	313.12	fail:유입 속도 상한 초과 — 분석 스킵	1788022411.590
2.919	43	415.32	ok	1788022411.488
3.031	34	304.23	ok	1788022411.600
3.03	9	305.22	ok	1788022411.599
2.92	11	415.62	ok	1788022411.489
