t_rel	session_idx	ms	outcome
0.013	1	247.15	ok
0.004	0	280.71	ok
0.04	8	267.48	ok
0.037	7	306.3	ok
0.03	6	321.08	ok
0.024	3	334.51	ok
0.023	2	347.45	ok
0.027	4	376.09	ok
0.05	10	420.64	ok
0.048	9	423.01	ok
0.053	12	418.74	ok
0.05	11	439.55	ok
0.056	15	460.27	ok
0.073	25	458.44	ok
0.072	22	460.34	ok
0.058	17	474.53	ok
0.055	13	478.49	ok
0.072	24	461.27	ok
0.071	21	463.03	ok
0.056	16	478.5	ok
0.063	18	471.99	ok
0.027	5	508.02	ok
0.055	14	481.16	ok
0.07	20	466.26	ok
0.067	19	473.66	ok
0.077	31	464.41	ok
0.076	30	470.37	ok
0.074	28	473.51	ok
0.072	23	476.04	ok
0.073	26	476.14	ok
0.078	34	472.77	ok
0.076	29	486.62	ok
0.077	33	486.06	ok
0.077	32	505.71	ok
0.078	35	505.55	ok
0.078	36	523.1	ok
0.074	27	529.81	ok
0.079	37	545.16	ok
0.079	38	570.32	ok
0.083	40	567.4	ok
0.098	42	634.72	ok
0.097	41	637.17	ok
0.099	43	637.43	ok
0.08	39	660.89	ok
0.359	3	394.98	ok
0.116	50	639.33	ok
0.113	45	642.51	ok
0.114	47	642.17	ok
0.103	44	661.41	ok
0.114	48	655.01	ok
0.116	51	654.01	ok
0.115	49	655.24	ok
0.338	0	433.0	ok
0.113	46	658.63	ok
0.346	1	429.54	ok
0.37	2	406.52	ok
0.381	8	399.84	ok
0.374	7	407.69	ok
0.122	52	660.58	ok
0.373	6	415.69	ok
0.123	53	689.41	ok
0.403	4	410.1	ok
0.471	10	344.61	ok
0.471	9	344.29	ok
0.472	12	344.1	ok
0.516	15	300.64	ok
0.49	11	356.31	ok
0.532	22	319.36	ok
0.533	17	323.52	ok
0.535	18	394.84	ok
0.533	13	397.66	ok
0.532	25	400.5	ok
0.536	14	396.53	ok
0.534	24	405.93	ok
0.534	21	406.39	ok
0.537	20	404.33	ok
0.535	16	423.45	ok
0.548	28	411.48	ok
0.54	19	419.35	ok
0.547	30	413.41	ok
0.536	5	425.07	ok
0.55	26	411.38	ok
0.541	31	422.31	ok
0.564	33	441.43	ok
0.563	29	459.69	ok
0.548	23	479.11	ok
0.551	34	477.82	ok
0.583	32	471.72	ok
0.602	36	465.04	ok
0.735	41	339.21	ok
0.733	42	341.34	ok
0.65	38	425.29	ok
0.624	37	451.16	ok
0.584	35	492.42	ok
0.604	27	495.98	ok
0.65	40	453.74	ok
0.754	3	350.43	ok
