t_rel	session_idx	ms	outcome
0.037	6	252.43	ok
0.037	5	254.66	ok
0.039	8	291.55	ok
0.04	10	347.76	ok
0.02	3	370.31	ok
0.012	1	404.55	ok
0.039	9	397.35	ok
0.002	0	484.17	ok
0.054	14	433.43	ok
0.026	4	463.49	ok
0.04	11	449.69	ok
0.067	16	425.02	ok
0.041	12	452.54	ok
0.086	21	408.29	ok
0.041	13	453.63	ok
0.038	7	456.82	ok
0.076	18	442.85	ok
0.091	24	445.09	ok
0.091	23	446.55	ok
0.082	19	495.81	ok
0.083	20	502.1	ok
0.103	27	482.87	ok
0.096	25	489.96	ok
0.015	2	571.75	ok
0.068	17	532.04	ok
0.106	28	510.02	ok
0.089	22	542.49	ok
0.117	30	529.77	ok
0.066	15	611.76	ok
0.127	37	551.36	ok
0.124	34	554.91	ok
0.102	26	579.37	ok
0.125	35	559.86	ok
0.123	33	588.16	ok
0.116	29	630.87	ok
0.14	39	612.56	ok
0.146	40	656.56	ok
0.15	44	653.95	ok
0.126	36	688.24	ok
0.147	42	667.61	ok
0.121	32	694.04	ok
0.161	48	670.45	ok
0.118	31	714.66	ok
0.136	38	696.84	ok
0.159	45	674.31	ok
0.148	43	689.61	ok
0.161	47	707.75	ok
0.193	52	676.31	ok
0.376	6	493.33	ok
0.147	41	723.4	ok
0.37	5	501.64	ok
0.196	53	676.5	ok
0.192	51	681.04	ok
0.388	10	487.3	ok
0.166	49	709.9	ok
0.39	3	487.39	ok
0.417	1	472.28	ok
0.16	46	734.83	ok
0.437	9	458.82	ok
0.487	0	418.38	ok
0.376	8	532.37	ok
0.186	50	725.26	ok
0.49	11	423.05	ok
0.487	14	426.55	ok
0.489	4	440.17	ok
0.492	16	438.06	ok
0.495	13	442.25	ok
0.494	21	471.78	ok
0.495	7	475.3	ok
0.519	18	502.77	ok
0.537	23	486.06	ok
0.536	24	489.21	ok
0.616	28	476.46	ok
0.578	19	515.66	ok
0.586	25	507.73	ok
0.585	20	509.39	ok
0.493	12	601.72	ok
0.587	2	520.58	ok
0.647	30	494.1	ok
0.586	27	555.87	ok
0.632	22	510.39	ok
0.6	17	552.88	ok
0.685	35	469.19	ok
0.681	26	473.74	ok
0.678	15	477.49	ok
0.712	33	446.36	ok
0.679	34	488.36	ok
0.804	44	363.44	ok
0.747	29	421.36	ok
0.753	39	416.05	ok
0.815	42	375.26	ok
0.814	36	376.77	ok
0.802	40	389.84	ok
0.832	48	362.71	ok
0.678	37	516.9	ok
0.833	38	367.31	ok
0.815	32	403.25	ok
0.87	41	363.07	ok
