t_rel	session_idx	ms	outcome
0.025	22	135.37	ok
0.021	13	140.17	ok
0.006	6	177.53	ok
0.02	12	171.8	ok
0.012	7	184.45	ok
0.019	10	177.93	ok
0.005	4	196.41	ok
0.023	18	178.11	ok
0.021	14	188.21	ok
0.022	15	188.98	ok
0.017	8	202.18	ok
0.003	1	217.26	ok
0.023	16	202.61	ok
0.024	19	208.76	ok
0.024	21	208.57	ok
0.002	0	266.46	ok
0.019	11	253.96	ok
0.004	2	269.12	ok
0.026	26	248.29	ok
0.028	32	253.11	ok
0.027	29	254.27	ok
0.005	5	276.22	ok
0.025	23	257.0	ok
0.03	35	264.01	ok
0.034	38	260.58	ok
0.039	41	266.91	ok
0.024	20	315.96	ok
0.085	56	310.99	ok
0.089	58	326.93	ok
0.218	117	199.94	ok
0.204	114	214.84	ok
0.031	36	388.02	ok
0.025	24	395.78	ok
0.028	30	398.29	ok
0.201	112	228.74	ok
0.061	51	369.29	ok
0.08	54	350.57	ok
0.227	121	213.11	ok
0.079	53	363.41	ok
0.054	46	389.92	ok
0.038	39	406.66	ok
0.095	59	350.26	ok
0.084	55	362.77	ok
0.032	37	415.48	ok
0.06	49	388.34	ok
0.052	45	397.48	ok
0.045	44	405.42	ok
0.071	52	380.95	ok
0.101	60	352.16	ok
0.223	120	239.18	ok
0.041	42	421.05	ok
0.028	31	436.45	ok
0.086	57	379.73	ok
0.122	70	347.85	ok
0.216	115	253.94	ok
0.039	40	432.0	ok
0.027	28	444.72	ok
0.023	17	453.75	ok
0.026	25	453.59	ok
0.06	50	434.18	ok
0.055	47	440.3	ok
0.026	27	485.92	ok
0.059	48	456.12	ok
0.137	84	379.05	ok
0.03	33	486.5	ok
0.121	69	396.08	ok
0.018	9	517.87	ok
0.141	87	395.93	ok
0.005	3	534.59	ok
0.132	83	407.86	ok
0.185	107	355.49	ok
0.234	127	307.13	ok
0.161	98	379.82	ok
0.03	34	516.12	ok
0.152	89	395.67	ok
0.104	64	444.91	ok
0.128	76	421.5	ok
0.229	126	331.99	ok
0.18	104	395.41	ok
0.202	113	373.95	ok
0.164	99	423.09	ok
0.191	111	397.61	ok
0.186	109	428.92	ok
0.19	110	427.86	ok
0.217	116	403.89	ok
0.105	66	521.42	ok
0.228	123	399.78	ok
0.22	118	425.29	ok
0.228	124	418.48	ok
0.044	43	603.29	ok
0.128	77	537.79	ok
0.221	119	446.23	ok
0.159	96	512.0	ok
0.185	106	487.67	ok
0.102	61	570.89	ok
0.13	79	543.95	ok
0.161	97	513.06	ok
0.126	72	550.29	ok
0.102	62	578.26	ok
0.103	63	578.06	ok
0.227	122	454.52	ok
0.178	101	510.64	ok
0.138	86	552.4	ok
0.129	78	575.74	ok
0.271	132	434.38	ok
0.179	102	526.79	ok
0.29	135	416.22	ok
0.128	75	579.76	ok
0.186	108	522.05	ok
0.131	82	578.47	ok
0.153	90	558.28	ok
0.183	105	529.09	ok
0.131	81	582.91	ok
0.251	129	466.01	ok
0.146	88	572.24	ok
0.137	85	581.74	ok
0.154	92	565.14	ok
0.159	95	561.15	ok
0.241	128	479.39	ok
0.127	74	593.64	ok
0.42	36	306.11	ok
0.179	103	547.58	ok
0.11	67	617.59	ok
0.261	130	467.3	ok
0.155	93	577.53	ok
0.317	144	416.42	ok
0.34	6	393.55	ok
0.331	150	408.24	ok
0.13	80	629.23	ok
0.326	149	434.25	ok
0.275	134	486.77	ok
0.122	71	639.77	ok
0.267	131	495.24	ok
0.111	68	652.12	ok
0.104	65	661.3	ok
0.127	73	642.38	ok
0.31	142	460.24	ok
0.447	55	323.87	ok
0.445	59	325.98	ok
0.228	125	543.31	ok
0.292	137	482.42	ok
0.45	44	328.54	ok
0.443	53	336.62	ok
0.318	145	461.79	ok
0.153	91	627.87	ok
0.171	100	610.76	ok
0.448	49	334.21	ok
0.444	46	338.86	ok
0.274	133	510.63	ok
0.419	56	366.79	ok
0.319	146	467.23	ok
0.155	94	631.51	ok
0.305	140	486.01	ok
0.291	136	500.93	ok
0.301	139	492.01	ok
0.311	143	483.03	ok
0.354	11	442.97	ok
0.36	26	451.88	ok
0.425	58	394.11	ok
0.448	37	372.98	ok
0.373	41	450.56	ok
0.338	2	487.41	ok
0.32	147	513.76	ok
0.421	24	418.36	ok
0.337	1	506.0	ok
0.464	31	378.84	ok
0.338	4	505.59	ok
0.326	148	519.72	ok
0.445	39	401.24	ok
0.339	5	508.18	ok
0.43	51	417.61	ok
0.358	14	490.26	ok
0.36	13	489.13	ok
0.452	52	400.67	ok
0.345	7	508.7	ok
0.332	151	532.68	ok
0.431	54	436.1	ok
0.362	32	510.33	ok
0.357	19	515.89	ok
0.356	16	523.91	ok
0.47	70	423.91	ok
0.353	8	548.06	ok
0.45	45	456.11	ok
0.309	141	597.71	ok
0.353	10	555.74	ok
0.36	22	549.64	ok
0.426	30	484.49	ok
0.296	138	615.26	ok
0.462	42	449.46	ok
0.453	60	459.09	ok
0.361	20	552.96	ok
0.344	157	570.19	ok
0.472	28	443.27	ok
0.354	12	566.79	ok
0.342	155	583.84	ok
0.364	35	561.95	ok
0.471	40	463.76	ok
0.534	112	400.92	ok
0.358	21	581.66	ok
0.358	18	582.09	ok
0.368	38	573.07	ok
0.361	29	580.68	ok
0.342	156	602.85	ok
0.495	50	452.12	ok
0.358	15	589.99	ok
0.359	23	598.26	ok
0.477	17	480.61	ok
0.334	152	624.78	ok
0.35	158	608.83	ok
0.495	47	464.14	ok
0.48	25	498.38	ok
0.336	0	645.85	ok
0.337	153	646.51	ok
0.466	57	518.35	ok
0.537	87	447.6	ok
0.536	9	448.94	ok
0.513	27	473.22	ok
0.549	64	437.49	ok
0.516	33	470.51	ok
0.515	48	472.59	ok
0.546	34	444.47	ok
0.517	69	474.26	ok
0.539	3	453.31	ok
0.567	127	425.66	ok
0.341	154	653.0	ok
0.577	121	419.16	ok
0.354	159	643.26	ok
0.647	124	356.8	ok
0.55	115	454.7	ok
0.615	109	393.92	ok
0.648	43	362.36	ok
0.55	76	460.66	ok
0.673	61	337.64	ok
0.548	89	463.23	ok
0.516	84	495.9	ok
0.672	106	340.77	ok
0.54	83	479.27	ok
0.542	114	481.53	ok
0.672	96	352.43	ok
0.556	120	468.72	ok
0.626	66	399.28	ok
0.589	111	437.19	ok
0.628	123	398.73	ok
0.677	72	350.16	ok
0.588	99	439.33	ok
0.561	117	471.92	ok
0.576	113	461.28	ok
0.541	107	497.56	ok
0.541	98	497.49	ok
0.645	118	394.39	ok
0.674	97	365.84	ok
0.575	104	465.23	ok
0.562	126	481.26	ok
0.618	110	432.35	ok
0.666	77	388.76	ok
0.72	95	335.57	ok
