t_rel	session_idx	ms	outcome
0.005	3	83.19	ok
0.003	0	120.71	ok
0.019	12	119.5	ok
0.016	6	139.9	ok
0.021	18	136.92	ok
0.023	21	155.4	ok
0.037	33	153.16	ok
0.057	36	138.52	ok
0.027	24	170.26	ok
0.018	9	181.12	ok
0.02	15	188.19	ok
0.005	4	203.09	ok
0.033	30	175.59	ok
0.031	27	188.97	ok
0.022	19	208.0	ok
0.003	1	242.92	ok
0.115	48	137.35	ok
0.029	25	223.27	ok
0.135	60	127.14	ok
0.018	11	248.95	ok
0.023	22	248.42	ok
0.067	39	217.91	ok
0.017	8	292.94	ok
0.019	14	291.09	ok
0.015	5	295.38	ok
0.016	7	296.07	ok
0.021	17	303.46	ok
0.019	13	307.29	ok
0.033	29	294.33	ok
0.116	51	223.66	ok
0.083	42	257.25	ok
0.058	37	283.81	ok
0.087	45	255.0	ok
0.132	57	210.99	ok
0.147	66	196.44	ok
0.02	16	325.25	ok
0.033	31	312.65	ok
0.084	43	262.39	ok
0.05	34	296.2	ok
0.032	28	323.73	ok
0.03	26	327.67	ok
0.018	10	353.32	ok
0.024	23	350.06	ok
0.072	40	303.85	ok
0.136	63	243.09	ok
0.117	54	264.96	ok
0.157	67	228.53	ok
0.116	49	270.08	ok
0.135	61	250.68	ok
0.089	46	296.96	ok
0.004	2	402.72	ok
0.023	20	387.04	ok
0.197	85	213.1	ok
0.034	32	391.42	ok
0.175	81	253.96	ok
0.176	82	272.29	ok
0.062	38	401.15	ok
0.085	44	385.09	ok
0.077	41	394.54	ok
0.116	50	360.94	ok
0.22	93	281.55	ok
0.207	87	295.47	ok
0.178	84	324.28	ok
0.211	90	305.7	ok
0.21	88	320.92	ok
0.227	94	307.96	ok
0.171	76	364.23	ok
0.118	55	433.52	ok
0.255	100	313.16	ok
0.136	64	432.49	ok
0.117	52	452.98	ok
0.261	102	309.91	ok
0.166	72	406.0	ok
0.051	35	524.74	ok
0.212	91	367.92	ok
0.237	97	347.8	ok
0.133	58	453.1	ok
0.166	73	420.48	ok
0.302	112	286.16	ok
0.172	79	421.41	ok
0.165	69	447.96	ok
0.245	99	368.13	ok
0.172	78	442.51	ok
0.167	75	451.79	ok
0.232	96	387.01	ok
0.301	111	319.1	ok
0.164	68	461.63	ok
0.304	115	338.83	ok
0.3	108	358.66	ok
0.354	16	305.56	ok
0.094	47	565.31	ok
0.341	4	319.39	ok
0.351	121	310.26	ok
0.127	56	535.09	ok
0.277	104	386.24	ok
0.173	80	490.59	ok
0.137	65	527.84	ok
0.117	53	548.53	ok
0.349	6	316.79	ok
0.304	114	362.85	ok
0.354	15	313.31	ok
0.342	3	325.48	ok
0.134	59	534.14	ok
0.353	12	315.18	ok
0.201	86	468.02	ok
0.178	83	491.71	ok
0.351	9	319.12	ok
0.228	95	442.1	ok
0.165	71	505.92	ok
0.345	0	327.03	ok
0.284	105	387.8	ok
0.239	98	433.41	ok
