t_rel	session_idx	ms	outcome
0.031	4	238.09	ok
0.036	6	262.61	ok
0.03	3	332.18	ok
0.039	10	323.09	ok
0.047	11	315.66	ok
0.065	14	297.46	ok
0.014	1	376.5	ok
0.086	18	354.49	ok
0.066	15	375.61	ok
0.037	8	406.11	ok
0.015	2	440.92	ok
0.092	19	365.46	ok
0.032	5	425.56	ok
0.085	17	374.15	ok
0.108	22	384.06	ok
0.036	7	456.33	ok
0.058	13	435.52	ok
0.112	23	381.49	ok
0.077	16	417.33	ok
0.039	9	456.22	ok
0.057	12	440.04	ok
0.003	0	494.97	ok
0.094	20	418.82	ok
0.107	21	406.98	ok
0.117	24	402.33	ok
0.135	26	387.72	ok
0.135	27	390.55	ok
0.127	25	400.84	ok
0.136	30	402.98	ok
0.136	28	433.9	ok
0.139	32	458.15	ok
0.136	29	463.23	ok
0.138	31	461.86	ok
0.142	34	458.46	ok
0.139	33	462.14	ok
0.146	38	483.94	ok
0.143	35	493.95	ok
0.145	37	495.55	ok
0.146	39	532.09	ok
0.146	40	532.85	ok
0.15	43	529.59	ok
0.15	42	578.0	ok
0.176	47	609.57	ok
0.148	41	661.45	ok
0.144	36	667.13	ok
0.373	10	442.39	ok
0.156	45	662.18	ok
0.151	44	674.61	ok
0.164	46	662.27	ok
0.177	48	653.91	ok
0.363	3	495.79	ok
0.192	51	679.34	ok
0.187	50	691.84	ok
0.441	18	453.47	ok
0.365	4	534.76	ok
0.181	49	720.45	ok
0.387	11	515.13	ok
0.443	8	460.48	ok
0.39	1	513.51	ok
0.199	52	705.76	ok
0.441	15	479.73	ok
0.459	17	465.01	ok
0.458	5	466.33	ok
0.369	6	555.7	ok
0.457	2	480.34	ok
0.398	14	539.16	ok
0.458	19	480.73	ok
0.493	7	446.0	ok
0.492	22	457.59	ok
0.495	16	462.42	ok
0.494	23	467.05	ok
0.493	13	473.75	ok
0.497	12	478.23	ok
0.498	0	478.28	ok
0.495	9	481.5	ok
0.514	21	489.77	ok
