t_rel	session_idx	ms	outcome
0.061	6	212.8	ok
0.029	2	253.65	ok
0.001	0	368.52	ok
0.018	1	352.19	ok
0.07	8	303.0	ok
0.04	5	332.62	ok
0.035	3	338.06	ok
0.07	9	307.99	ok
0.04	4	358.63	ok
0.071	11	328.69	ok
0.068	7	351.93	ok
0.073	12	376.72	ok
0.079	14	396.39	ok
0.071	10	413.93	ok
0.078	13	409.12	ok
0.108	18	380.77	ok
0.097	17	397.94	ok
0.118	21	421.16	ok
0.108	19	481.56	ok
0.095	16	495.09	ok
0.093	15	498.43	ok
0.124	22	497.27	ok
0.116	20	533.93	ok
0.129	24	544.19	ok
0.138	25	536.41	ok
0.125	23	549.37	ok
0.147	30	530.92	ok
0.186	37	498.85	ok
0.141	28	569.74	ok
0.139	27	573.2	ok
0.138	26	576.33	ok
0.145	29	577.9	ok
0.178	36	606.74	ok
0.163	33	684.27	ok
0.204	42	647.17	ok
0.203	41	657.74	ok
0.194	39	688.19	ok
0.188	38	694.72	ok
0.209	45	677.91	ok
0.248	50	639.72	ok
0.208	44	679.61	ok
0.238	49	650.73	ok
0.158	32	730.76	ok
0.168	34	721.55	ok
0.223	47	667.1	ok
0.169	35	720.98	ok
0.198	40	693.04	ok
0.218	46	673.34	ok
0.368	2	524.34	ok
0.158	31	734.7	ok
0.37	1	534.04	ok
0.256	53	648.9	ok
0.369	0	535.66	ok
0.208	43	697.79	ok
0.373	3	532.69	ok
0.395	6	511.64	ok
0.248	51	658.27	ok
0.255	52	652.22	ok
0.224	48	684.08	ok
0.378	5	547.13	ok
0.398	4	538.13	ok
0.405	11	532.7	ok
0.408	9	538.44	ok
0.408	8	538.42	ok
0.45	12	521.45	ok
0.42	7	552.17	ok
0.475	14	504.54	ok
0.485	10	495.71	ok
0.495	17	507.25	ok
0.488	18	532.55	ok
0.488	13	534.5	ok
0.59	19	432.89	ok
0.591	16	435.09	ok
0.591	15	435.34	ok
0.539	21	491.41	ok
0.65	20	404.61	ok
0.674	25	390.65	ok
0.675	23	426.98	ok
0.673	24	429.05	ok
0.621	22	482.82	ok
0.685	37	422.45	ok
0.711	28	397.52	ok
0.723	29	392.64	ok
0.678	30	439.93	ok
0.785	36	356.94	ok
0.847	33	295.78	ok
0.861	41	314.52	ok
0.712	27	465.28	ok
0.851	42	326.99	ok
0.715	26	463.79	ok
0.882	39	302.01	ok
0.883	38	309.28	ok
0.888	49	348.41	ok
0.887	45	357.38	ok
0.889	34	356.01	ok
0.888	44	357.91	ok
0.891	40	355.81	ok
0.888	50	359.29	ok
0.892	31	363.22	ok
0.891	46	365.19	ok
0.89	47	377.64	ok
0.89	35	385.28	ok
0.892	2	406.31	ok
0.905	53	394.26	ok
0.889	32	413.13	ok
0.904	1	426.94	ok
0.907	52	457.78	ok
0.905	0	460.81	ok
0.905	43	474.52	ok
0.906	3	475.58	ok
0.906	6	478.7	ok
0.907	51	481.81	ok
0.937	11	451.71	ok
0.925	5	464.75	ok
0.908	48	483.02	ok
0.946	9	453.35	ok
0.971	12	429.09	ok
0.937	4	489.03	ok
0.972	7	454.25	ok
0.98	14	446.99	ok
1.002	17	425.28	ok
0.981	10	447.34	ok
0.947	8	481.82	ok
1.023	19	456.41	ok
1.022	13	458.07	ok
1.021	18	476.03	ok
1.03	21	467.37	ok
1.027	15	471.77	ok
1.026	16	472.98	ok
1.103	24	402.04	ok
1.055	20	469.43	ok
1.108	37	424.17	ok
1.104	22	428.6	ok
1.116	29	417.85	ok
1.065	25	496.51	ok
1.109	28	453.57	ok
