t_rel	session_idx	ms	outcome
0.008	3	324.47	ok
0.005	1	329.66	ok
0.049	6	285.2	ok
0.05	7	293.5	ok
0.005	2	378.81	ok
0.053	9	341.58	ok
0.001	0	393.84	ok
0.105	15	319.66	ok
0.014	5	410.86	ok
0.076	12	349.7	ok
0.051	8	424.94	ok
0.009	4	468.88	ok
0.053	10	437.19	ok
0.092	13	433.76	ok
0.106	17	420.76	ok
0.073	11	456.05	ok
0.106	16	424.63	ok
0.104	14	426.71	ok
0.114	19	430.45	ok
0.128	23	459.47	ok
0.107	18	480.72	ok
0.133	29	466.76	ok
0.122	21	504.24	ok
0.121	20	506.69	ok
0.128	24	527.08	ok
0.133	30	522.85	ok
0.133	28	523.81	ok
0.129	25	528.24	ok
0.134	32	523.7	ok
0.127	22	531.21	ok
0.132	27	542.15	ok
0.132	26	543.45	ok
0.133	31	551.96	ok
0.138	35	562.08	ok
0.137	34	564.82	ok
0.134	33	568.65	ok
0.147	40	606.22	ok
0.139	36	616.43	ok
0.145	38	635.46	ok
0.147	39	653.7	ok
0.144	37	669.08	ok
0.154	42	667.02	ok
0.165	44	656.96	ok
0.148	41	674.77	ok
0.175	47	654.15	ok
0.176	49	653.72	ok
0.17	45	659.8	ok
0.171	46	659.25	ok
0.155	43	677.9	ok
0.184	50	659.81	ok
0.384	2	461.9	ok
0.175	48	671.77	ok
0.385	6	465.18	ok
0.338	1	514.27	ok
0.194	52	669.24	ok
0.387	7	477.67	ok
0.185	51	680.59	ok
0.341	3	525.7	ok
0.425	5	442.51	ok
0.444	15	448.41	ok
0.426	12	467.16	ok
0.395	0	498.33	ok
0.394	9	499.53	ok
0.195	53	699.93	ok
0.477	8	450.08	ok
0.478	4	477.35	ok
0.491	10	465.53	ok
0.527	17	429.78	ok
0.531	14	440.47	ok
0.526	13	445.85	ok
0.53	11	451.04	ok
0.588	18	393.47	ok
0.53	16	467.89	ok
0.627	21	372.61	ok
0.545	19	455.05	ok
0.628	20	376.26	ok
0.6	29	404.87	ok
0.657	25	365.05	ok
0.587	23	441.02	ok
0.655	24	389.4	ok
0.656	30	389.48	ok
0.657	28	405.74	ok
0.657	32	409.34	ok
0.658	22	417.11	ok
0.674	27	410.25	ok
0.7	35	395.08	ok
0.702	34	397.22	ok
0.685	31	414.81	ok
0.675	26	449.44	ok
0.703	33	425.9	ok
0.754	40	376.83	ok
0.755	36	375.83	ok
0.822	44	334.03	ok
0.801	39	358.29	ok
0.821	42	338.71	ok
0.813	37	347.03	ok
0.781	38	380.24	ok
0.831	46	370.19	ok
0.833	43	368.42	ok
0.823	41	379.59	ok
0.829	47	405.26	ok
0.846	2	399.76	ok
0.85	6	414.73	ok
0.844	50	436.99	ok
0.864	52	431.11	ok
0.853	1	443.24	ok
0.83	49	467.03	ok
0.864	7	432.75	ok
0.847	48	450.61	ok
0.866	51	432.17	ok
0.83	45	468.51	ok
0.868	5	437.15	ok
0.893	12	426.04	ok
0.894	0	437.11	ok
0.867	3	464.23	ok
0.895	53	443.18	ok
0.927	8	425.1	ok
0.894	9	458.65	ok
0.981	11	378.54	ok
0.956	10	403.9	ok
0.959	17	401.98	ok
0.893	15	468.94	ok
0.955	4	407.22	ok
0.972	14	395.42	ok
0.998	16	369.45	ok
0.982	18	386.71	ok
0.972	13	397.03	ok
0.999	21	380.69	ok
1.0	19	410.84	ok
1.004	20	409.3	ok
1.005	29	414.0	ok
1.029	23	422.38	ok
1.022	25	434.3	ok
1.046	30	411.89	ok
1.067	32	391.89	ok
1.062	28	396.83	ok
1.045	24	422.44	ok
