t_rel	session_idx	ms	outcome
0.019	4	246.66	ok
0.004	1	283.44	ok
0.018	3	275.32	ok
0.018	2	279.95	ok
0.024	6	304.06	ok
0.002	0	328.46	ok
0.034	7	296.77	ok
0.02	5	332.81	ok
0.045	10	308.07	ok
0.044	9	321.48	ok
0.051	11	367.26	ok
0.044	8	449.99	ok
0.051	12	443.52	ok
0.078	20	452.22	ok
0.058	15	475.53	ok
0.083	22	453.49	ok
0.077	19	484.58	ok
0.058	16	529.5	ok
0.086	24	519.76	ok
0.093	26	514.24	ok
0.073	18	534.54	ok
0.056	14	578.43	ok
0.052	13	583.11	ok
0.098	27	537.53	ok
0.062	17	582.68	ok
0.101	29	554.9	ok
0.1	28	556.39	ok
0.102	33	554.66	ok
0.101	31	555.88	ok
0.101	30	556.75	ok
0.112	34	546.75	ok
0.082	21	620.95	ok
0.116	39	588.12	ok
0.083	23	621.79	ok
0.118	41	589.44	ok
0.102	32	606.58	ok
0.087	25	629.32	ok
0.116	38	603.01	ok
0.115	36	621.39	ok
0.113	35	726.39	ok
0.119	43	720.61	ok
0.126	46	714.6	ok
0.118	40	724.63	ok
0.128	47	717.92	ok
0.119	42	727.9	ok
0.123	45	735.28	ok
0.338	1	547.99	ok
0.379	9	507.96	ok
0.12	44	767.32	ok
0.36	5	527.53	ok
0.352	3	536.35	ok
0.336	0	552.72	ok
0.115	37	774.14	ok
0.358	6	532.29	ok
0.353	4	550.43	ok
0.129	48	775.36	ok
0.134	50	782.73	ok
0.367	7	550.38	ok
0.134	49	784.13	ok
0.135	52	783.4	ok
0.135	51	809.03	ok
0.53	20	432.41	ok
0.359	2	604.78	ok
0.495	12	469.2	ok
0.379	10	585.46	ok
0.418	11	546.92	ok
0.494	8	477.75	ok
0.534	15	453.43	ok
0.608	18	391.92	ok
0.562	19	442.3	ok
0.634	14	374.67	ok
0.635	13	374.72	ok
0.588	16	421.91	ok
0.607	26	403.44	ok
0.606	24	404.82	ok
0.537	22	475.8	ok
0.636	27	376.73	ok
0.657	33	365.73	ok
0.645	17	378.81	ok
0.656	29	368.96	ok
0.658	30	376.83	ok
0.657	28	378.77	ok
0.657	31	389.51	ok
0.658	34	395.8	ok
0.705	39	447.97	ok
0.709	32	447.12	ok
0.84	43	316.22	ok
0.704	21	453.03	ok
0.708	41	449.44	ok
0.736	36	421.54	ok
0.705	23	462.91	ok
0.846	47	360.71	ok
0.719	38	494.97	ok
0.847	42	381.02	ok
0.858	45	370.72	ok
0.839	35	390.01	ok
0.841	46	402.73	ok
0.717	25	597.08	ok
0.843	40	481.23	ok
0.887	9	437.95	ok
0.888	5	447.41	ok
0.887	44	448.53	ok
0.904	48	437.64	ok
0.888	3	460.25	ok
0.889	37	460.38	ok
0.886	1	468.02	ok
0.918	49	442.86	ok
0.917	50	445.06	ok
0.903	4	459.99	ok
0.889	0	475.19	ok
0.965	10	405.08	ok
0.965	11	405.38	ok
0.944	51	427.64	ok
0.919	52	453.19	ok
0.963	20	409.38	ok
0.972	8	400.93	ok
0.89	6	483.26	ok
0.987	15	386.39	ok
0.964	12	410.75	ok
0.964	2	411.87	ok
1.005	19	374.66	ok
0.917	7	462.45	ok
1.0	18	380.46	ok
1.009	14	385.04	ok
1.011	26	384.75	ok
1.011	24	394.09	ok
1.013	22	424.76	ok
1.01	16	433.58	ok
1.023	33	445.37	ok
1.01	13	491.28	ok
1.035	28	476.22	ok
1.013	27	499.66	ok
1.035	30	481.74	ok
1.025	29	492.85	ok
1.054	34	480.73	ok
1.047	31	488.93	ok
1.157	21	384.56	ok
1.158	36	386.64	ok
1.207	47	338.16	ok
1.153	39	393.23	ok
1.157	41	388.9	ok
1.184	43	363.13	ok
1.024	17	523.14	ok
1.156	32	391.9	ok
1.214	38	336.8	ok
1.228	42	342.34	ok
1.168	23	403.12	ok
1.244	46	328.06	ok
1.23	35	342.83	ok
1.229	45	343.93	ok
1.314	25	289.75	ok
1.336	44	268.15	ok
1.325	9	298.26	ok
1.324	40	299.53	ok
1.354	1	310.08	ok
1.342	48	334.01	ok
1.361	49	317.44	ok
1.35	37	363.29	ok
1.374	15	369.85	ok
1.371	11	395.99	ok
1.364	0	403.14	ok
1.349	3	429.05	ok
1.335	5	444.42	ok
1.372	20	408.43	ok
1.373	6	408.25	ok
1.37	10	412.19	ok
1.362	50	420.34	ok
1.373	8	418.49	ok
1.364	4	428.45	ok
1.38	7	412.47	ok
1.372	51	428.7	ok
1.375	12	426.16	ok
1.376	2	426.37	ok
1.38	18	430.97	ok
1.444	16	368.28	ok
1.396	26	422.94	ok
1.372	52	447.1	ok
1.394	14	442.47	ok
1.437	22	415.67	ok
1.38	19	483.91	ok
1.512	28	352.6	ok
1.468	33	396.53	ok
1.406	24	459.86	ok
1.501	13	364.72	ok
1.513	27	390.44	ok
1.517	30	440.87	ok
1.571	42	409.03	ok
1.545	36	553.19	ok
1.535	34	563.28	ok
1.546	39	553.46	ok
1.547	43	554.55	ok
1.547	17	554.88	ok
1.518	29	585.2	ok
1.551	38	553.9	ok
1.546	41	562.69	ok
1.541	21	568.3	ok
1.536	31	574.36	ok
1.578	46	538.38	ok
1.548	32	575.83	ok
