t_rel	session_idx	ms	outcome
0.027	4	266.98	ok
0.029	5	285.1	ok
0.001	0	317.97	ok
0.029	6	290.18	ok
0.032	7	298.56	ok
0.012	1	340.11	ok
0.044	10	309.51	ok
0.042	8	312.35	ok
0.058	11	333.85	ok
0.043	9	391.29	ok
0.06	13	382.32	ok
0.059	12	402.41	ok
0.017	2	450.83	ok
0.021	3	448.4	ok
0.072	14	397.91	ok
0.079	15	433.25	ok
0.095	22	432.42	ok
0.08	16	513.15	ok
0.089	19	504.58	ok
0.09	21	503.82	ok
0.095	23	499.39	ok
0.082	18	512.6	ok
0.082	17	513.98	ok
0.09	20	506.52	ok
0.127	30	518.97	ok
0.112	28	538.34	ok
0.102	24	549.95	ok
0.108	26	548.15	ok
0.109	27	557.44	ok
0.131	32	571.5	ok
0.103	25	608.26	ok
0.142	34	569.62	ok
0.147	40	564.51	ok
0.144	37	568.38	ok
0.128	31	585.64	ok
0.144	36	576.5	ok
0.122	29	598.99	ok
0.145	38	604.25	ok
0.161	46	592.24	ok
0.146	39	615.13	ok
0.137	33	625.24	ok
0.167	47	596.73	ok
0.158	42	635.05	ok
0.159	43	634.67	ok
0.143	35	650.83	ok
0.16	45	637.0	ok
0.152	41	646.3	ok
0.182	49	618.51	ok
0.18	48	632.22	ok
0.16	44	662.89	ok
0.353	1	486.13	ok
0.363	6	484.01	ok
0.335	0	529.32	ok
0.19	52	675.13	ok
0.188	50	692.12	ok
0.189	51	695.16	ok
0.372	4	517.96	ok
0.373	5	517.88	ok
0.393	11	503.9	ok
0.382	8	514.98	ok
0.368	7	529.86	ok
0.383	10	515.07	ok
0.462	12	451.37	ok
0.512	15	409.18	ok
0.442	13	480.03	ok
0.469	3	453.6	ok
0.435	9	488.74	ok
0.468	2	477.02	ok
0.527	22	427.92	ok
0.47	14	488.34	ok
0.593	16	372.92	ok
0.595	23	414.02	ok
0.594	21	415.44	ok
0.595	18	439.0	ok
0.594	19	441.0	ok
0.646	30	400.44	ok
0.656	26	393.87	ok
0.652	24	405.28	ok
0.596	17	461.92	ok
0.65	28	408.72	ok
0.597	20	470.98	ok
0.711	25	361.47	ok
0.666	27	407.38	ok
0.712	34	371.12	ok
0.712	40	376.71	ok
0.703	32	386.53	ok
0.713	31	377.8	ok
0.721	29	371.02	ok
0.749	38	346.7	ok
0.713	37	413.0	ok
0.721	36	443.57	ok
0.753	46	414.27	ok
0.762	33	412.82	ok
0.793	42	399.62	ok
0.847	6	350.97	ok
0.812	48	386.77	ok
0.798	41	401.05	ok
0.794	43	406.11	ok
0.801	49	399.78	ok
0.764	47	437.29	ok
0.762	39	439.4	ok
0.797	45	404.6	ok
0.839	1	363.34	ok
0.794	35	426.91	ok
0.823	44	416.69	ok
0.865	52	418.0	ok
0.864	0	436.07	ok
0.88	50	420.98	ok
0.897	8	406.88	ok
0.89	4	424.14	ok
0.897	7	453.19	ok
0.898	10	453.66	ok
0.891	5	478.13	ok
0.897	11	478.47	ok
0.922	13	453.06	ok
0.914	12	462.37	ok
0.884	51	492.44	ok
0.923	3	453.93	ok
0.924	9	454.77	ok
0.946	2	433.47	ok
0.922	15	457.66	ok
0.955	22	426.45	ok
0.966	16	433.92	ok
1.009	23	395.47	ok
0.958	14	463.29	ok
1.034	18	388.21	ok
1.01	21	442.37	ok
1.047	30	458.99	ok
1.035	19	472.32	ok
1.05	26	458.69	ok
1.058	24	492.33	ok
1.058	17	496.08	ok
1.089	40	466.2	ok
1.073	25	499.7	ok
1.068	20	514.11	ok
1.074	27	519.59	ok
1.059	28	535.44	ok
1.09	32	506.35	ok
1.083	34	513.79	ok
1.193	42	419.29	ok
1.096	38	517.1	ok
1.164	36	449.12	ok
1.199	48	414.93	ok
1.198	6	416.34	ok
1.126	37	496.09	ok
1.091	31	532.02	ok
1.17	46	454.22	ok
1.092	29	532.55	ok
