epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786943250	4.2	1.6	0.0	0.02	579.4	7783.1	0.00	0.00
1786943255	1.4	1.0	0.0	0.02	579.9	7783.1	0.00	0.00
1786943260	2.0	0.8	0.0	0.02	581.7	7783.1	0.00	0.00
1786943265	2.4	0.8	0.0	0.01	582.2	7783.1	0.00	0.00
