label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
C_r1_10	10	3.0	20	299	30.07	100.00	18.9	25.7	31.2	0	0	0	1786943663.521	1786943668.543	1786943678.487
