label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_r1_10	10	3.0	20	298	29.91	100.00	18.6	21.9	25.9	0	0	0	1786943457.441	1786943462.463	1786943472.427
