label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_lc2_t1_10	10	3.0	20	300	30.12	100.00	18.8	23.8	27.2	0	0	0	1786943838.757	1786943843.759	1786943853.720
