epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870674	5.0	3.0	0.0	0.07	461.0	7783.1
1786870679	3.8	2.2	0.0	0.06	462.2	7783.1
1786870684	4.8	2.2	0.0	0.06	466.4	7783.1
1786870689	3.6	2.2	0.0	0.05	469.1	7783.1
