epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870997	16.0	0.2	15.2	0.07	783.4	7783.1
1786871002	6.8	1.8	3.4	0.06	744.0	7783.1
1786871007	5.0	1.4	3.0	0.06	749.6	7783.1
1786871012	3.4	1.0	3.4	0.05	760.1	7783.1
1786871017	5.0	1.4	3.0	0.05	753.0	7783.1
1786871022	5.6	-5.8	3.0	0.04	748.1	7783.1
