epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870737	14.5	0.2	14.8	0.18	770.0	7783.1
1786870742	5.8	1.8	3.2	0.16	805.1	7783.1
1786870747	5.4	1.2	3.4	0.15	781.5	7783.1
1786870752	6.8	1.2	3.0	0.14	785.9	7783.1
1786870757	5.4	1.2	3.4	0.13	781.4	7783.1
1786870762	3.4	-5.6	3.0	0.12	754.9	7783.1
