epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870790	16.8	0.0	15.0	0.20	775.9	7783.1
1786870795	8.2	1.8	3.0	0.19	807.6	7783.1
1786870800	5.6	1.4	3.6	0.25	779.3	7783.1
1786870805	6.2	1.0	3.0	0.23	785.9	7783.1
1786870810	9.0	1.2	3.4	0.21	775.3	7783.1
1786870815	5.4	-5.4	3.0	0.20	765.5	7783.1
