epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870944	16.2	0.0	15.0	0.16	777.8	7783.1
1786870949	5.2	1.8	3.0	0.14	806.8	7783.1
1786870954	4.6	1.4	3.4	0.13	760.1	7783.1
1786870959	6.4	1.2	3.0	0.12	769.0	7783.1
1786870964	5.4	1.0	3.4	0.11	761.5	7783.1
1786870969	3.8	-5.4	3.0	0.10	748.6	7783.1
