epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786870843	17.3	0.2	14.8	0.37	791.1	7783.1
1786870848	7.0	2.6	3.4	0.34	807.0	7783.1
1786870853	6.2	1.8	3.2	0.31	785.1	7783.1
1786870858	25.7	2.2	3.0	0.29	779.5	7783.1
1786870863	4.6	1.8	3.6	0.26	781.4	7783.1
1786870868	5.6	-8.6	3.0	0.32	770.5	7783.1
