epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib
1786871050	15.2	0.2	14.8	0.13	767.2	7783.1
1786871055	7.2	2.8	3.4	0.12	749.9	7783.1
1786871060	5.6	2.0	3.0	0.11	742.5	7783.1
1786871065	7.0	2.0	3.4	0.10	759.5	7783.1
1786871070	5.4	2.2	3.0	0.09	761.7	7783.1
1786871075	5.2	-9.2	3.6	0.08	744.9	7783.1
