tag	rps	rows_s	p50_ms	p95_ms	p99_ms	fail	total	commits	fsyncs	fsync_s	log_bytes
default-conn1	1020.6	5103.0	84	109	315	0	30000	180724	17191	573.0	657076736
relaxed-conn16	936.2	4681.0	82	143	1084	0	30000	180777	1875	58.6	793736704
default-conn4	950.9	4754.5	87	124	898	0	30000	180752	17750	554.7	679236096
relaxed-conn4	824.2	4121.0	81	171	1097	0	30000	180832	1770	47.8	804923392
default-conn16	928.2	4641.0	89	116	189	0	30000	180756	17836	540.5	682880512
relaxed-conn1	862.7	4313.5	80	163	1087	0	30000	180782	1804	51.5	811724800
