tag	rps	rows_s	p50_ms	p95_ms	p99_ms	fail	total	commits	fsyncs	fsync_s	log_bytes
ds_w5_p1	862.4	4312.0	96	184	464	0	10000	60304	6424	535.3	203658240
ds_w1_p2	209.2	5230.0	273	1227	3404	0	10000	61052	10490	214.1	1004153344
ds_w1_p3	239.4	5985.0	253	1061	3086	0	10000	60956	10218	237.6	984040960
ds_w5_p4	941.3	4706.5	96	133	293	0	10000	60268	6473	539.4	203405312
ds_w1_p5	228.9	5722.5	249	1244	4356	0	10000	60913	10163	231.0	990808576
ds_w5_p6	973.8	4869.0	94	149	339	0	10000	60264	6317	574.3	205114880
ds_w5_p7	877.2	4386.0	93	178	490	0	10000	60288	6197	516.4	206751232
ds_w1_p8	211.6	5290.0	252	1261	4257	0	10000	61033	10428	217.2	1016753664
