tag	rps	rows_s	p50_ms	p95_ms	p99_ms	fail	total	commits	fsyncs	fsync_s	log_bytes
obs_off_p1	1032.1	5160.5	85	117	441	0	30000	180708	17281	576.0	642620928
obs_on_p2	1018.3	5091.5	85	114	522	0	30000	180715	17297	576.6	640609792
obs_on_p3	1026.7	5133.5	85	112	523	0	30000	180710	17189	573.0	642142720
obs_off_p4	1028.2	5141.0	85	116	432	0	30000	180709	17164	572.1	643235840
obs_on_p5	1045.9	5229.5	86	117	347	0	30000	180707	17604	567.9	638329344
obs_off_p6	1030.4	5152.0	84	116	407	0	30000	180733	17409	544.0	641672192
obs_off_p7	1035.3	5176.5	85	110	425	0	30000	180709	17233	574.4	641474560
obs_on_p8	1033.3	5166.5	85	111	487	0	30000	180714	17464	582.1	636610560
