epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786940283	16.9	0.0	14.3	0.01	904.8	7783.1	0.00	0.00
1786940288	9.6	2.4	3.2	0.09	872.9	7783.1	0.00	0.01
1786940293	4.0	1.8	2.6	0.09	878.0	7783.1	0.00	0.01
1786940298	6.0	1.6	3.2	0.08	875.9	7783.1	0.00	0.01
1786940303	5.4	1.8	2.6	0.07	879.8	7783.1	0.00	0.01
1786940308	6.4	-1	3.0	0.07	873.1	7783.1	0.00	0.01
