label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
B_r1_5	5	3.0	20	150	15.19	100.00	18.7	19.4	24.8	0	0	0	1786940156.378	1786940161.413	1786940171.289
