tag	arm	sessions	req	rps	detect_pct	p50	p95	p99	window
C_discard_5	C	5	29	3.10	100.00	20.3	27.0	27.4	warm
C_r1_5	C	5	29	3.10	100.00	18.8	20.5	20.8	warm
A_discard_5	A	5	29	3.10	100.00	18.8	19.9	20.9	warm
A_r1_5	A	5	29	3.10	100.00	18.6	21.7	22.0	warm
B_discard_5	B	5	30	3.10	100.00	18.9	25.4	26.0	warm
B_r1_5	B	5	30	3.10	100.00	18.3	18.9	19.0	warm
B_lc2_t1_10	B	10	30	3.10	100.00	18.3	18.9	19.1	warm
B_lcF_t1_10	B	10	30	3.10	100.00	18.6	19.1	19.2	warm
