epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786939838	15.2	0.0	14.4	0.00	886.9	7783.1	0.00	0.00
1786939843	5.6	1.4	2.4	0.00	927.0	7783.1	0.00	0.01
1786939848	4.8	1.0	3.0	0.00	904.0	7783.1	0.00	0.01
1786939853	6.6	0.8	2.6	0.00	887.1	7783.1	0.00	0.01
1786939858	4.4	0.8	3.0	0.00	898.2	7783.1	0.00	0.01
1786939863	5.4	-1	2.6	0.00	893.5	7783.1	0.00	0.01
