epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786939891	15.2	0.0	14.4	0.00	898.1	7783.1	0.00	0.00
1786939896	8.1	1.4	2.8	0.00	937.5	7783.1	0.00	0.01
1786939901	4.0	1.0	3.0	0.00	897.2	7783.1	0.00	0.01
1786939906	6.0	0.8	2.4	0.00	901.9	7783.1	0.00	0.01
1786939911	3.0	0.8	3.0	0.00	899.3	7783.1	0.00	0.01
1786939916	7.4	-1	2.6	0.08	883.6	7783.1	0.00	0.01
