epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786940102	16.4	0.0	14.2	0.00	892.5	7783.1	0.00	0.00
1786940107	7.0	1.8	2.6	0.00	926.2	7783.1	0.00	0.01
1786940112	6.6	0.8	3.2	0.00	883.0	7783.1	0.00	0.01
1786940117	6.2	0.8	2.6	0.08	890.3	7783.1	0.00	0.01
1786940122	4.0	0.8	2.8	0.15	885.7	7783.1	0.00	0.01
1786940127	6.0	-1	2.4	0.14	866.4	7783.1	0.00	0.01
