label	sessions	fps	dur	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	t0_epoch	warm_lo_epoch	warm_hi_epoch
A_r1_5	5	3.0	20	149	15.04	100.00	18.7	22.3	23.0	0	0	0	1786940032.775	1786940037.826	1786940047.736
