tag	arm	sessions	phase	epoch	source	metric	value
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_count{grpc_status_code="UNKNOWN",rpc_method="SavePoseDataBatch",rpc_service="ExerciseService",rpc_type="UNARY"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_sum{grpc_status_code="UNKNOWN",rpc_method="SavePoseDataBatch",rpc_service="ExerciseService",rpc_type="UNARY"}	0.0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_count{grpc_status_code="UNKNOWN",rpc_method="ServerReflectionInfo",rpc_service="grpc.reflection.v1alpha.ServerReflection",rpc_type="BIDI_STREAMING"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_sum{grpc_status_code="UNKNOWN",rpc_method="ServerReflectionInfo",rpc_service="grpc.reflection.v1alpha.ServerReflection",rpc_type="BIDI_STREAMING"}	0.0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_max{grpc_status_code="UNKNOWN",rpc_method="SavePoseDataBatch",rpc_service="ExerciseService",rpc_type="UNARY"}	0.0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_active_seconds_max{grpc_status_code="UNKNOWN",rpc_method="ServerReflectionInfo",rpc_service="grpc.reflection.v1alpha.ServerReflection",rpc_type="BIDI_STREAMING"}	0.0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="1.0E-5"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="5.0E-5"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="1.0E-4"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="3.0E-4"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="6.0E-4"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="8.0E-4"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.001"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.002"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.003"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.004"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.005"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.006"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.008"}	0
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.01"}	7
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.013"}	52
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.016"}	80
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.02"}	85
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.025"}	85
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.03"}	86
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.04"}	86
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.05"}	87
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.065"}	87
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.08"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.1"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.13"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.16"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.2"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.25"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.3"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.4"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.5"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.65"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="0.8"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="1.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="2.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="5.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="10.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="20.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="50.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="100.0"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_bucket{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE",le="+Inf"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_count{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE"}	88
C_discard_5	C	5	pre	1786939838	spring	grpc_server_call_duration_seconds_sum{grpc_method="ExerciseService/SavePoseDataBatch",grpc_status="OK",instrumentation_source="grpc-spring",instrumentation_version="v3.1.0.RELEASE"}	1.213647902
