arm	round	sessions	req	rps	detect_pct	p50	p95	p99	nolease	nopose	setup_fail	warm_lo	warm_hi	loader_cpus
C	discard	5	150	15.07	100.00	18.8	20.8	29.6	0	0	0	1786939845.367	1786939855.321	full
C	r1	5	150	15.11	100.00	19.0	20.0	21.3	0	0	0	1786939897.503	1786939907.427	full
A	discard	5	150	15.29	100.00	19.0	20.4	20.6	0	0	0	1786939994.142	1786940003.955	full
A	r1	5	149	15.04	100.00	18.7	22.3	23.0	0	0	0	1786940037.826	1786940047.736	full
B	discard	5	150	15.19	100.00	18.6	19.6	25.0	0	0	0	1786940108.521	1786940118.394	full
B	r1	5	150	15.19	100.00	18.7	19.4	24.8	0	0	0	1786940161.413	1786940171.289	full
B	lc2_t1	10	300	30.16	100.00	18.9	22.9	26.1	0	0	0	1786940236.979	1786940246.927	2
B	lcF_t1	10	300	30.07	100.00	19.2	26.3	27.6	0	0	0	1786940289.918	1786940299.894	full
