epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786946225	13.2	0.0	13.8	0.05	902.1	7783.1	0.00	0.00
1786946231	6.6	2.4	2.6	0.05	940.7	7783.1	0.00	0.01
1786946236	6.4	1.4	3.2	0.05	905.7	7783.1	0.00	0.01
1786946241	9.2	4.8	2.4	0.04	920.1	7783.1	0.01	0.02
1786946246	19.3	15.1	3.0	0.04	937.2	7783.1	0.02	0.05
1786946251	22.1	17.8	2.6	0.12	939.0	7783.1	0.03	0.05
1786946256	21.9	17.7	3.0	0.11	942.1	7783.1	0.03	0.05
1786946261	18.8	17.8	2.6	0.10	932.5	7783.1	0.03	0.05
1786946266	21.1	17.7	2.6	0.09	938.5	7783.1	0.03	0.05
1786946271	19.4	17.8	3.2	0.16	951.9	7783.1	0.03	0.05
1786946276	22.9	17.5	1.6	0.15	962.1	7783.1	0.03	0.05
1786946281	17.2	17.8	1.0	0.14	964.3	7783.1	0.03	0.05
1786946286	53.4	49.2	1.2	0.29	964.0	7783.1	0.03	0.05
1786946291	58.3	50.5	1.2	0.42	998.9	7783.1	0.03	0.05
1786946296	58.6	53.0	1.8	0.47	1011.1	7783.1	0.03	0.05
1786946301	54.3	53.1	1.0	0.59	1016.5	7783.1	0.03	0.05
1786946306	36.3	35.9	1.0	0.54	1019.4	7783.1	0.03	0.05
1786946311	32.9	36.0	1.0	0.50	1022.4	7783.1	0.03	0.05
1786946316	13.9	17.7	1.0	0.46	1015.7	7783.1	0.03	0.05
1786946321	17.8	17.6	1.0	0.66	1019.1	7783.1	0.03	0.05
1786946326	39.5	17.4	-1	0.61	627.7	7783.1	0.03	0.05
1786946331	14.2	-1	0.0	0.56	598.6	7783.1	0.02	0.03
