epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786945198	12.0	2.2	0.0	0.06	592.7	7783.1	0.00	0.00
1786945203	3.0	1.8	0.0	0.05	594.4	7783.1	0.00	0.00
1786945208	2.2	0.8	0.0	0.05	595.1	7783.1	0.00	0.00
1786945213	11.8	9.2	0.0	0.05	611.2	7783.1	0.01	0.02
1786945218	18.3	17.9	0.0	0.04	614.8	7783.1	0.03	0.05
1786945223	16.2	18.2	0.0	0.04	615.3	7783.1	0.03	0.05
1786945228	20.8	17.2	0.0	0.04	617.2	7783.1	0.03	0.05
1786945233	18.5	17.7	0.0	0.11	619.2	7783.1	0.03	0.05
1786945238	15.2	16.8	0.0	0.10	619.4	7783.1	0.03	0.05
1786945244	21.1	17.9	0.0	0.10	624.7	7783.1	0.03	0.05
1786945249	19.0	17.2	0.0	0.09	625.0	7783.1	0.03	0.05
1786945254	31.8	28.8	0.0	0.08	626.0	7783.1	0.03	0.05
1786945259	45.1	53.3	0.0	0.15	626.7	7783.1	0.03	0.05
1786945264	58.1	52.0	0.0	0.22	627.9	7783.1	0.03	0.05
1786945269	52.1	53.9	0.0	0.20	628.9	7783.1	0.03	0.05
1786945274	53.9	54.7	0.0	0.19	632.3	7783.1	0.03	0.05
1786945279	37.8	35.2	0.0	0.17	634.0	7783.1	0.03	0.05
1786945284	20.3	22.7	0.0	0.16	634.3	7783.1	0.03	0.05
1786945289	22.8	19.6	0.0	0.23	634.5	7783.1	0.03	0.05
1786945294	21.2	17.8	0.0	0.21	634.7	7783.1	0.03	0.05
1786945299	16.8	18.0	0.0	0.19	634.7	7783.1	0.03	0.05
