epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786946775	16.7	0.0	14.3	0.32	894.2	7783.1	0.00	0.00
1786946780	5.6	2.0	2.6	0.30	933.9	7783.1	0.00	0.01
1786946785	10.8	7.8	3.0	0.27	908.3	7783.1	0.01	0.03
1786946790	10.8	8.8	2.6	0.25	913.9	7783.1	0.02	0.03
1786946795	12.0	8.6	2.8	0.23	917.1	7783.1	0.02	0.03
1786946800	11.8	8.6	2.8	0.21	908.6	7783.1	0.02	0.03
1786946805	14.2	8.6	2.8	0.20	900.8	7783.1	0.02	0.03
1786946810	10.8	8.6	2.4	0.18	904.0	7783.1	0.02	0.03
1786946815	11.6	8.6	3.2	0.16	914.2	7783.1	0.02	0.03
1786946820	10.1	8.9	2.6	0.23	919.1	7783.1	0.02	0.03
1786946825	12.0	8.6	1.8	0.21	911.4	7783.1	0.02	0.03
1786946830	11.2	8.6	1.2	0.20	934.3	7783.1	0.02	0.03
1786946835	10.6	8.8	1.2	0.18	970.4	7783.1	0.02	0.03
1786946840	8.9	8.9	1.6	0.16	977.5	7783.1	0.02	0.03
1786946845	10.8	8.6	1.0	0.15	967.7	7783.1	0.02	0.03
1786946850	12.4	8.8	1.2	0.14	971.3	7783.1	0.02	0.03
1786946855	9.8	8.4	0.8	0.13	973.3	7783.1	0.02	0.03
1786946860	9.4	8.8	1.2	0.12	975.7	7783.1	0.02	0.03
1786946865	11.6	8.6	0.8	0.11	977.7	7783.1	0.02	0.03
1786946870	11.2	8.8	1.8	0.10	1004.4	7783.1	0.02	0.03
