epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786949683	15.2	0.0	14.2	0.05	906.8	7783.1	0.00	0.00
1786949688	9.0	3.6	2.6	0.05	948.1	7783.1	0.00	0.01
1786949693	11.0	6.0	3.0	0.04	901.2	7783.1	0.01	0.02
1786949698	11.2	6.0	2.6	0.04	910.1	7783.1	0.01	0.02
1786949703	9.4	6.2	3.0	0.04	910.4	7783.1	0.01	0.02
1786949708	7.4	6.0	2.4	0.11	912.0	7783.1	0.01	0.02
1786949713	28.8	6.2	3.4	0.10	897.9	7783.1	0.02	0.13
1786949718	7.8	6.0	2.4	0.10	902.4	7783.1	0.01	0.02
1786949723	9.2	5.8	3.0	0.09	914.3	7783.1	0.01	0.02
1786949728	9.2	6.0	2.6	0.08	917.0	7783.1	0.01	0.02
1786949733	11.7	6.0	1.8	0.07	920.0	7783.1	0.01	0.02
1786949738	7.0	6.0	1.2	0.07	935.5	7783.1	0.01	0.02
1786949743	9.2	6.2	1.8	0.06	970.2	7783.1	0.01	0.02
1786949748	8.2	5.8	1.2	0.06	975.8	7783.1	0.01	0.02
1786949753	7.8	6.0	0.8	0.05	978.4	7783.1	0.01	0.02
1786949758	8.8	6.0	1.2	0.05	986.5	7783.1	0.01	0.02
1786949763	9.2	6.0	1.0	0.04	979.3	7783.1	0.01	0.02
1786949768	5.4	6.2	1.0	0.04	982.0	7783.1	0.01	0.02
1786949773	10.1	5.8	1.0	0.04	984.4	7783.1	0.01	0.02
1786949778	7.2	-1	1.8	0.03	988.8	7783.1	0.01	0.02
