epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786953827	24.2	0.2	22.6	0.15	922.5	7783.1	0.00	0.00
1786953832	12.6	3.8	5.0	0.22	893.7	7783.1	0.00	0.01
1786953837	21.1	15.5	4.6	0.20	904.3	7783.1	0.02	0.03
1786953842	21.1	15.7	5.2	0.18	914.6	7783.1	0.02	0.03
1786953847	22.6	15.6	4.4	0.17	916.8	7783.1	0.02	0.03
1786953852	19.4	15.5	5.2	0.16	907.1	7783.1	0.02	0.03
1786953857	25.1	15.7	4.4	0.14	911.2	7783.1	0.02	0.03
1786953862	19.8	15.9	4.6	0.13	914.4	7783.1	0.02	0.03
1786953867	25.1	16.1	5.2	0.12	919.3	7783.1	0.02	0.03
1786953872	21.9	16.3	4.2	0.11	921.5	7783.1	0.02	0.03
1786953877	20.8	16.6	4.2	0.10	943.4	7783.1	0.02	0.03
1786953882	20.5	16.5	3.8	0.09	977.6	7783.1	0.02	0.03
1786953887	21.1	16.9	2.6	0.09	983.0	7783.1	0.02	0.03
1786953892	19.1	16.7	2.2	0.08	986.4	7783.1	0.02	0.03
1786953897	22.5	16.7	2.8	0.07	979.2	7783.1	0.02	0.03
1786953903	18.0	16.8	2.4	0.07	982.5	7783.1	0.02	0.03
1786953908	22.0	16.4	2.4	0.06	985.1	7783.1	0.02	0.03
1786953913	21.6	16.6	2.8	0.06	989.6	7783.1	0.02	0.03
1786953918	21.9	16.2	3.4	0.05	1016.8	7783.1	0.02	0.03
1786953923	20.6	16.4	2.6	0.05	1009.1	7783.1	0.02	0.03
