epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951269	15.0	0.0	14.4	0.09	915.0	7783.1	0.00	0.00
1786951274	6.0	2.2	2.8	0.17	950.0	7783.1	0.00	0.01
1786951279	5.0	1.2	2.8	0.15	915.6	7783.1	0.00	0.01
1786951284	13.6	9.4	2.4	0.14	931.5	7783.1	0.01	0.03
1786951290	16.3	14.1	3.2	0.21	936.7	7783.1	0.02	0.04
1786951295	14.2	14.4	2.4	0.19	939.6	7783.1	0.02	0.04
1786951300	20.2	14.6	3.0	0.18	920.7	7783.1	0.02	0.04
1786951305	17.1	14.5	2.6	0.16	923.6	7783.1	0.02	0.04
1786951310	17.1	14.5	3.2	0.15	936.6	7783.1	0.02	0.04
1786951315	20.0	14.4	2.4	0.14	941.7	7783.1	0.02	0.04
1786951320	18.1	14.5	2.0	0.13	942.3	7783.1	0.02	0.04
1786951325	16.8	14.6	1.2	0.12	961.0	7783.1	0.02	0.04
1786951330	17.4	14.4	1.0	0.11	997.6	7783.1	0.02	0.04
1786951335	32.2	33.2	1.6	0.42	1007.2	7783.1	0.02	0.04
1786951340	44.2	42.1	1.0	0.38	998.8	7783.1	0.02	0.04
1786951345	39.2	41.8	1.2	0.35	1003.7	7783.1	0.02	0.04
1786951350	27.6	24.6	0.8	0.33	1006.4	7783.1	0.02	0.04
1786951355	21.2	20.8	1.0	0.38	1009.6	7783.1	0.02	0.04
1786951360	15.7	14.3	1.2	0.35	1013.0	7783.1	0.02	0.04
1786951365	15.9	14.7	1.8	0.32	1025.2	7783.1	0.02	0.04
1786951370	34.5	14.6	-1	0.29	621.9	7783.1	0.02	0.04
