epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786954898	21.6	0.2	20.6	0.29	926.8	7783.1	0.00	0.00
1786954903	11.8	3.8	5.0	0.27	900.1	7783.1	0.00	0.01
1786954908	11.0	5.2	4.2	0.25	910.7	7783.1	0.00	0.01
1786954913	27.4	19.8	4.6	0.39	924.3	7783.1	0.02	0.04
1786954918	35.6	28.5	4.0	0.52	919.3	7783.1	0.03	0.05
1786954923	33.8	28.5	4.6	0.48	922.8	7783.1	0.03	0.05
1786954928	35.0	28.2	4.0	0.60	926.0	7783.1	0.03	0.05
1786954933	30.6	28.5	4.7	0.55	929.8	7783.1	0.03	0.05
1786954938	33.3	28.3	4.0	0.59	932.1	7783.1	0.03	0.05
1786954943	37.1	28.3	4.6	0.54	946.6	7783.1	0.03	0.05
1786954948	29.8	27.7	3.5	0.50	952.2	7783.1	0.03	0.05
1786954953	70.7	65.9	2.0	0.62	942.0	7783.1	0.03	0.05
1786954958	103.4	92.2	2.0	0.65	947.2	7783.1	0.03	0.05
1786954964	99.4	93.8	2.4	0.68	980.5	7783.1	0.03	0.05
1786954969	99.6	93.8	2.4	0.70	1016.2	7783.1	0.03	0.05
1786954974	78.7	75.0	3.0	0.64	1037.9	7783.1	0.03	0.05
1786954979	72.1	69.1	2.0	0.67	1042.9	7783.1	0.03	0.05
1786954984	32.1	28.8	2.2	0.78	1033.3	7783.1	0.03	0.05
1786954989	32.1	28.3	2.0	0.72	1036.3	7783.1	0.03	0.05
1786954994	29.0	29.2	2.0	0.66	1038.6	7783.1	0.03	0.05
1786954999	53.2	-1	-1	0.61	604.1	7783.1	0.03	0.04
