epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786954245	19.4	0.2	18.8	0.09	915.3	7783.1	0.00	0.00
1786954250	10.2	3.8	4.8	0.09	895.5	7783.1	0.00	0.01
1786954255	13.1	5.4	4.4	0.08	904.3	7783.1	0.00	0.01
1786954260	28.2	20.6	4.4	0.23	899.1	7783.1	0.02	0.04
1786954265	33.5	27.6	4.0	0.21	903.3	7783.1	0.03	0.05
1786954271	34.5	28.9	4.6	0.20	916.2	7783.1	0.03	0.05
1786954276	36.9	28.5	4.2	0.18	921.2	7783.1	0.03	0.05
1786954281	32.1	28.4	4.7	0.17	912.6	7783.1	0.03	0.05
1786954286	36.7	28.5	4.0	0.23	916.9	7783.1	0.03	0.05
1786954291	33.8	28.5	4.0	0.21	945.8	7783.1	0.03	0.05
1786954296	34.0	28.4	4.5	0.20	993.1	7783.1	0.03	0.05
1786954301	73.9	66.9	2.2	0.34	986.0	7783.1	0.03	0.05
1786954306	97.6	92.0	2.0	0.31	993.2	7783.1	0.03	0.05
1786954311	104.7	92.7	2.0	0.93	999.6	7783.1	0.03	0.05
1786954316	104.8	93.5	2.0	1.18	992.6	7783.1	0.03	0.05
1786954321	100.9	92.2	2.0	1.16	996.4	7783.1	0.03	0.05
1786954326	51.2	45.6	2.4	1.15	1025.7	7783.1	0.03	0.05
1786954331	39.6	34.4	2.8	1.06	1042.6	7783.1	0.03	0.05
1786954336	35.6	28.2	2.0	0.97	1031.9	7783.1	0.03	0.05
1786954341	32.0	29.1	2.2	1.05	1037.9	7783.1	0.03	0.05
1786954346	57.2	-1	-1	1.13	605.9	7783.1	0.03	0.04
