epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786947986	16.8	0.0	16.0	0.12	907.0	7783.1	0.00	0.00
1786947991	6.0	2.4	3.0	0.11	937.7	7783.1	0.00	0.01
1786947996	9.2	6.0	3.6	0.10	922.3	7783.1	0.01	0.02
1786948001	17.5	14.5	2.8	0.09	925.4	7783.1	0.02	0.04
1786948006	16.2	14.5	3.6	0.08	922.3	7783.1	0.02	0.04
1786948011	14.8	14.6	2.8	0.08	912.1	7783.1	0.02	0.04
1786948016	17.9	14.1	3.6	0.07	917.3	7783.1	0.02	0.04
1786948021	16.3	14.5	2.8	0.06	920.7	7783.1	0.02	0.04
1786948027	16.7	14.1	3.0	0.14	924.4	7783.1	0.02	0.04
1786948032	16.9	14.5	3.6	0.53	926.5	7783.1	0.02	0.04
1786948037	15.8	14.3	2.4	0.49	930.8	7783.1	0.02	0.04
1786948042	13.5	14.6	1.2	0.45	933.7	7783.1	0.02	0.04
1786948047	10.2	14.5	1.0	0.41	946.5	7783.1	0.02	0.04
1786948052	15.3	14.5	1.4	0.38	984.5	7783.1	0.02	0.04
1786948057	16.7	14.2	1.8	0.43	982.7	7783.1	0.02	0.04
1786948062	15.1	14.3	1.2	0.39	986.6	7783.1	0.02	0.04
1786948067	16.6	14.4	1.0	0.36	990.7	7783.1	0.02	0.04
1786948072	17.0	14.4	1.2	0.33	993.6	7783.1	0.02	0.04
1786948077	15.9	14.1	1.2	0.30	991.2	7783.1	0.02	0.04
1786948082	16.7	14.5	1.0	0.28	993.4	7783.1	0.02	0.04
1786948087	36.2	-1	-1	0.34	673.8	7783.1	0.01	0.02
