epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786950214	4.8	2.2	0.0	0.00	593.2	7783.1	0.00	0.00
1786950219	4.6	3.4	0.0	0.00	598.4	7783.1	0.00	0.01
1786950224	16.2	14.6	0.0	0.00	602.8	7783.1	0.03	0.04
1786950229	15.0	14.2	0.0	0.00	603.5	7783.1	0.03	0.04
1786950234	12.1	14.4	0.0	0.00	605.3	7783.1	0.03	0.04
1786950239	13.7	14.1	0.0	0.00	605.5	7783.1	0.03	0.04
1786950244	14.7	14.3	0.0	0.00	605.5	7783.1	0.03	0.04
1786950249	13.1	14.3	0.0	0.00	607.7	7783.1	0.03	0.04
1786950254	15.6	14.2	0.0	0.00	607.7	7783.1	0.03	0.04
1786950259	17.0	14.0	0.0	0.00	609.9	7783.1	0.03	0.04
1786950264	14.5	14.1	0.0	0.08	611.1	7783.1	0.03	0.04
1786950269	15.8	14.2	0.0	0.07	611.1	7783.1	0.03	0.04
1786950274	15.6	14.2	0.0	0.07	613.1	7783.1	0.03	0.04
1786950279	12.3	14.1	0.0	0.06	613.3	7783.1	0.03	0.04
1786950284	16.4	14.0	0.0	0.06	613.3	7783.1	0.03	0.04
1786950289	11.3	14.2	0.0	0.05	613.3	7783.1	0.03	0.04
1786950294	13.1	14.1	0.0	0.05	614.3	7783.1	0.03	0.04
1786950299	12.4	14.2	0.0	0.04	616.3	7783.1	0.03	0.04
1786950304	13.9	14.1	0.0	0.04	616.5	7783.1	0.03	0.04
1786950309	10.3	-1	0.0	0.04	589.8	7783.1	0.02	0.03
