epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786949428	13.7	0.0	14.5	0.21	894.8	7783.1	0.00	0.00
1786949433	7.0	2.2	2.4	0.19	939.0	7783.1	0.00	0.01
1786949438	5.0	1.6	3.0	0.34	904.1	7783.1	0.00	0.01
1786949443	5.4	4.4	2.6	0.31	928.6	7783.1	0.01	0.01
1786949448	15.9	13.3	3.0	0.29	937.9	7783.1	0.02	0.04
1786949453	17.0	16.0	2.4	0.26	929.1	7783.1	0.03	0.05
1786949458	22.4	15.8	3.0	0.24	932.9	7783.1	0.03	0.05
1786949463	19.7	15.9	2.6	0.22	935.4	7783.1	0.03	0.05
1786949469	18.0	15.7	3.2	0.20	950.3	7783.1	0.03	0.05
1786949474	18.7	16.1	2.4	0.19	954.0	7783.1	0.03	0.05
1786949479	14.9	16.3	2.0	0.25	948.4	7783.1	0.03	0.05
1786949484	15.5	15.7	1.0	0.23	955.5	7783.1	0.03	0.05
1786949489	17.9	16.9	1.8	0.21	975.6	7783.1	0.03	0.05
1786949494	47.5	46.7	1.0	0.20	980.5	7783.1	0.03	0.05
1786949499	48.0	48.0	1.0	0.18	971.7	7783.1	0.03	0.05
1786949504	46.8	44.8	1.0	0.17	977.3	7783.1	0.03	0.05
1786949509	47.7	48.1	1.2	0.15	981.9	7783.1	0.03	0.05
1786949514	24.7	22.7	1.0	0.14	991.8	7783.1	0.03	0.05
1786949519	20.1	16.1	1.6	0.21	1007.8	7783.1	0.03	0.05
1786949524	16.8	16.3	1.0	0.19	1001.3	7783.1	0.03	0.05
1786949529	35.9	16.7	-1	0.18	623.7	7783.1	0.03	0.04
1786949534	13.6	-1	0.0	0.16	595.0	7783.1	0.02	0.02
