epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951532	16.2	0.0	14.6	0.25	903.5	7783.1	0.00	0.00
1786951537	7.2	3.2	2.6	0.23	949.5	7783.1	0.00	0.01
1786951542	5.4	3.2	3.0	0.21	922.0	7783.1	0.01	0.01
1786951547	6.8	3.2	2.4	0.27	912.9	7783.1	0.01	0.01
1786951552	4.8	3.0	3.0	0.25	924.2	7783.1	0.01	0.01
1786951557	6.2	3.2	2.4	0.23	913.2	7783.1	0.01	0.01
1786951562	5.2	3.0	3.2	0.21	916.6	7783.1	0.01	0.01
1786951567	6.0	3.0	2.4	0.20	919.5	7783.1	0.01	0.01
1786951572	6.0	3.0	2.4	0.18	924.1	7783.1	0.01	0.01
1786951577	7.8	3.0	3.2	0.25	937.1	7783.1	0.01	0.01
1786951582	6.0	3.0	1.8	0.23	930.6	7783.1	0.01	0.01
1786951587	4.6	3.2	1.0	0.21	932.5	7783.1	0.01	0.01
1786951592	4.4	2.8	1.2	0.19	946.3	7783.1	0.01	0.01
1786951597	5.6	3.2	1.2	0.17	982.9	7783.1	0.01	0.01
1786951602	4.6	3.0	1.8	0.16	992.0	7783.1	0.01	0.01
1786951607	6.0	3.0	1.0	0.15	982.9	7783.1	0.01	0.01
1786951612	5.4	3.2	1.0	0.14	986.1	7783.1	0.01	0.01
1786951617	5.0	3.0	1.2	0.12	991.2	7783.1	0.01	0.01
1786951622	5.2	3.2	0.8	0.11	981.9	7783.1	0.01	0.01
1786951627	5.0	-1	1.0	0.10	972.8	7783.1	0.00	0.01
