epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786955422	24.6	0.2	22.6	0.31	929.9	7783.1	0.00	0.00
1786955427	11.6	4.0	4.6	0.37	953.7	7783.1	0.00	0.01
1786955432	9.1	5.6	5.2	0.34	925.3	7783.1	0.00	0.01
1786955437	62.9	23.1	4.6	0.31	929.6	7783.1	0.03	0.07
1786955442	36.4	28.9	5.5	0.28	932.4	7783.1	0.03	0.05
1786955447	38.2	29.4	4.4	0.26	934.1	7783.1	0.03	0.05
1786955452	35.5	29.1	5.0	0.24	939.0	7783.1	0.03	0.05
1786955457	38.8	29.6	4.4	0.22	941.7	7783.1	0.03	0.05
1786955462	34.7	29.8	5.7	0.20	938.4	7783.1	0.03	0.05
1786955467	35.2	29.9	4.5	0.19	943.1	7783.1	0.03	0.05
1786955472	30.6	30.0	3.7	0.17	951.0	7783.1	0.03	0.05
1786955477	94.1	89.6	3.0	0.24	973.7	7783.1	0.03	0.05
1786955482	126.7	120.3	3.6	0.22	1009.8	7783.1	0.03	0.05
1786955487	123.9	116.7	2.4	0.28	1015.4	7783.1	0.03	0.05
1786955492	128.1	116.8	2.6	0.26	1005.9	7783.1	0.03	0.05
1786955497	121.2	117.8	2.6	0.24	1010.4	7783.1	0.03	0.05
1786955502	62.6	54.5	2.4	0.62	1013.8	7783.1	0.03	0.05
1786955507	39.9	33.2	2.4	0.73	1018.9	7783.1	0.03	0.05
1786955512	32.3	29.1	2.4	0.67	1010.7	7783.1	0.03	0.05
1786955518	31.9	29.9	3.5	0.62	1035.3	7783.1	0.03	0.05
1786955523	57.8	-1	-1	0.73	601.8	7783.1	0.03	0.04
