epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786945595	14.4	0.0	14.2	0.06	905.0	7783.1	0.00	0.00
1786945600	6.4	2.2	2.8	0.06	934.4	7783.1	0.00	0.01
1786945605	12.0	8.4	2.8	0.05	905.3	7783.1	0.02	0.03
1786945610	11.6	8.6	2.6	0.05	907.7	7783.1	0.02	0.03
1786945615	13.4	8.8	2.8	0.04	918.6	7783.1	0.02	0.03
1786945620	11.2	8.8	2.6	0.04	920.5	7783.1	0.02	0.03
1786945625	12.0	8.8	3.0	0.04	923.2	7783.1	0.02	0.03
1786945630	10.9	8.6	2.6	0.03	914.3	7783.1	0.02	0.03
1786945635	12.8	8.6	2.6	0.03	919.2	7783.1	0.02	0.03
1786945640	13.2	8.6	3.0	0.03	927.8	7783.1	0.02	0.03
1786945645	11.2	8.8	1.8	0.02	934.5	7783.1	0.02	0.03
1786945650	12.7	8.8	1.0	0.02	937.2	7783.1	0.02	0.03
1786945655	10.0	8.6	1.2	0.02	938.1	7783.1	0.02	0.03
1786945660	11.8	8.6	1.4	0.02	951.2	7783.1	0.02	0.03
1786945665	9.0	8.8	1.2	0.02	954.3	7783.1	0.02	0.03
1786945670	12.6	8.8	0.8	0.02	959.0	7783.1	0.02	0.03
1786945675	9.4	8.8	1.2	0.01	962.2	7783.1	0.02	0.03
1786945680	11.4	8.6	1.0	0.01	954.2	7783.1	0.02	0.03
1786945685	11.0	8.8	1.0	0.01	966.9	7783.1	0.02	0.03
1786945690	11.8	8.6	1.4	0.01	1002.1	7783.1	0.02	0.03
