epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786951399	15.2	0.0	14.2	0.43	913.8	7783.1	0.00	0.00
1786951404	5.6	2.2	2.6	0.40	945.9	7783.1	0.00	0.01
1786951409	4.6	1.4	2.8	0.37	914.6	7783.1	0.00	0.01
1786951414	7.0	3.8	2.4	0.34	931.6	7783.1	0.01	0.01
1786951419	15.5	9.8	3.2	0.31	945.3	7783.1	0.02	0.03
1786951424	18.4	14.2	2.4	0.28	947.9	7783.1	0.02	0.04
1786951429	16.9	14.5	3.0	0.26	938.8	7783.1	0.02	0.04
1786951434	16.9	14.7	2.6	0.24	942.0	7783.1	0.02	0.04
1786951439	19.8	14.4	2.4	0.22	948.3	7783.1	0.02	0.04
1786951444	17.5	14.9	3.4	0.20	962.3	7783.1	0.02	0.04
1786951449	14.6	14.8	1.8	0.19	969.0	7783.1	0.02	0.05
1786951454	15.9	14.5	1.0	0.17	971.2	7783.1	0.02	0.04
1786951459	16.1	14.9	1.0	0.16	973.8	7783.1	0.02	0.04
1786951464	18.8	14.2	1.4	0.14	1011.2	7783.1	0.02	0.04
1786951469	40.1	39.1	1.6	0.21	1019.7	7783.1	0.02	0.05
1786951474	44.4	43.0	1.0	0.28	1023.1	7783.1	0.02	0.04
1786951479	40.7	42.5	1.0	0.25	1027.8	7783.1	0.02	0.04
1786951484	26.1	21.9	1.0	0.47	1017.5	7783.1	0.02	0.04
1786951489	17.6	18.2	1.2	0.44	1020.9	7783.1	0.02	0.05
1786951494	14.2	15.6	1.0	0.40	1024.1	7783.1	0.02	0.04
1786951499	36.5	15.6	-1	0.45	633.6	7783.1	0.02	0.04
1786951504	16.1	-1	0.0	0.41	602.6	7783.1	0.02	0.03
