epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786955683	23.2	0.2	21.8	0.53	931.5	7783.1	0.00	0.00
1786955688	13.2	3.8	5.4	0.44	898.0	7783.1	0.00	0.01
1786955693	7.2	3.0	4.4	0.41	901.5	7783.1	0.00	0.01
1786955698	15.1	8.4	5.2	0.38	912.8	7783.1	0.01	0.01
1786955703	30.4	26.5	4.7	0.35	922.3	7783.1	0.03	0.05
1786955708	36.4	29.8	4.6	0.32	928.6	7783.1	0.03	0.05
1786955713	36.9	30.0	5.0	0.37	920.3	7783.1	0.03	0.05
1786955718	35.6	30.1	4.7	0.42	929.1	7783.1	0.03	0.05
1786955723	32.5	29.5	5.3	0.55	937.7	7783.1	0.03	0.05
1786955728	35.5	29.5	4.6	0.50	942.3	7783.1	0.03	0.05
1786955733	35.6	30.0	3.8	0.46	968.0	7783.1	0.03	0.05
1786955738	67.2	31.3	2.8	0.51	1003.9	7783.1	0.04	0.09
1786955743	112.9	114.0	3.7	0.55	1012.3	7783.1	0.03	0.05
1786955748	128.8	122.5	2.4	0.50	1006.4	7783.1	0.03	0.05
1786955753	129.3	124.6	2.6	0.86	1009.7	7783.1	0.03	0.05
1786955758	126.0	125.2	2.4	0.87	1012.9	7783.1	0.03	0.05
1786955763	107.6	99.8	2.6	1.04	1017.5	7783.1	0.03	0.05
1786955769	65.1	60.9	2.4	1.04	1008.7	7783.1	0.03	0.05
1786955774	38.7	29.7	2.8	0.96	1033.3	7783.1	0.03	0.05
1786955779	39.0	30.3	3.4	0.96	1047.0	7783.1	0.03	0.05
1786955784	58.5	31.2	-1	0.96	640.1	7783.1	0.03	0.05
1786955789	22.1	-1	0.0	0.89	591.9	7783.1	0.02	0.03
