epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786952804	7.4	4.0	0.0	0.02	603.5	7783.1	0.00	0.00
1786952809	15.3	15.5	0.0	0.02	608.8	7783.1	0.01	0.02
1786952814	17.8	16.0	0.0	0.09	609.8	7783.1	0.02	0.02
1786952819	18.4	16.0	0.0	0.09	610.8	7783.1	0.02	0.02
1786952824	17.7	16.1	0.0	0.08	612.0	7783.1	0.02	0.02
1786952829	14.6	16.4	0.0	0.07	612.5	7783.1	0.02	0.02
1786952834	17.7	16.3	0.0	0.07	613.0	7783.1	0.02	0.02
1786952839	19.6	16.0	0.0	0.14	614.2	7783.1	0.02	0.02
1786952844	18.4	16.0	0.0	0.13	614.4	7783.1	0.02	0.02
1786952849	19.8	16.0	0.0	0.20	605.1	7783.1	0.02	0.02
1786952854	16.9	16.1	0.0	0.18	607.0	7783.1	0.02	0.02
1786952859	19.6	16.0	0.0	0.17	607.5	7783.1	0.02	0.02
1786952864	16.3	16.3	0.0	0.16	607.8	7783.1	0.02	0.02
1786952869	17.7	16.3	0.0	0.14	608.3	7783.1	0.02	0.02
1786952874	18.0	16.4	0.0	0.13	609.2	7783.1	0.02	0.02
1786952879	19.1	16.3	0.0	0.12	612.7	7783.1	0.02	0.02
1786952884	19.8	16.4	0.0	0.11	612.9	7783.1	0.02	0.02
1786952889	18.8	16.4	0.0	0.10	613.2	7783.1	0.02	0.02
1786952894	16.5	16.3	0.0	0.09	613.9	7783.1	0.02	0.02
