epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786946097	32.6	0.0	14.2	0.02	909.4	7783.1	0.01	0.04
1786946102	7.0	2.4	2.8	0.02	946.5	7783.1	0.00	0.01
1786946107	8.4	3.0	3.0	0.01	922.9	7783.1	0.00	0.01
1786946112	18.1	12.6	2.4	0.01	919.9	7783.1	0.02	0.04
1786946117	22.5	17.5	3.0	0.01	929.3	7783.1	0.03	0.05
1786946122	19.7	17.5	2.6	0.01	929.6	7783.1	0.03	0.05
1786946127	19.6	17.6	3.0	0.01	920.1	7783.1	0.03	0.05
1786946132	22.1	17.6	2.4	0.01	922.1	7783.1	0.03	0.05
1786946137	21.5	17.5	3.2	0.01	934.7	7783.1	0.03	0.05
1786946142	23.0	17.4	2.6	0.01	939.2	7783.1	0.03	0.05
1786946147	24.5	16.9	1.8	0.01	945.8	7783.1	0.03	0.05
1786946152	39.1	40.9	1.2	0.00	940.9	7783.1	0.03	0.05
1786946157	56.0	50.4	1.2	0.08	977.0	7783.1	0.03	0.05
1786946162	51.4	51.8	1.8	0.08	998.4	7783.1	0.03	0.05
1786946167	59.0	51.7	1.0	0.15	1002.5	7783.1	0.03	0.05
1786946172	43.0	40.8	1.0	0.14	994.1	7783.1	0.03	0.05
1786946177	44.8	39.6	1.0	0.13	999.9	7783.1	0.03	0.05
1786946182	21.4	17.6	0.8	0.12	1002.8	7783.1	0.03	0.05
1786946187	20.1	17.7	1.2	0.11	1007.5	7783.1	0.03	0.05
1786946192	16.2	17.8	0.8	0.10	1018.0	7783.1	0.03	0.05
1786946197	40.4	-1	-1	0.09	583.3	7783.1	0.03	0.04
