epoch	cpu_pct	load_ai_pct	ghz_pct	load1	mem_used_mib	mem_total_mib	rx_mbps	tx_mbps
1786953951	22.2	0.2	21.0	0.03	909.4	7783.1	0.00	0.00
1786953956	8.5	3.8	5.0	0.02	945.4	7783.1	0.00	0.01
1786953961	22.5	12.9	5.0	0.10	916.0	7783.1	0.01	0.02
1786953966	24.4	20.6	4.6	0.09	922.5	7783.1	0.02	0.04
1786953971	22.7	19.7	5.1	0.17	910.1	7783.1	0.02	0.04
1786953976	25.3	19.9	4.8	0.15	913.6	7783.1	0.02	0.04
1786953981	31.6	20.5	5.0	0.14	917.5	7783.1	0.02	0.04
1786953986	26.7	20.7	4.6	0.13	921.0	7783.1	0.02	0.04
1786953991	28.4	20.2	5.4	0.12	931.5	7783.1	0.02	0.04
1786953996	25.2	20.2	4.6	0.11	923.7	7783.1	0.02	0.04
1786954001	28.8	20.6	3.8	0.10	926.8	7783.1	0.02	0.04
1786954006	25.6	20.4	2.8	0.09	958.3	7783.1	0.02	0.04
1786954011	20.6	20.8	3.7	0.08	988.8	7783.1	0.02	0.04
1786954016	27.3	20.5	2.4	0.08	997.1	7783.1	0.02	0.04
1786954021	23.9	19.7	2.4	0.07	987.7	7783.1	0.02	0.04
1786954026	27.5	20.5	2.6	0.23	990.6	7783.1	0.02	0.04
1786954031	28.6	20.5	2.4	0.21	994.5	7783.1	0.02	0.04
1786954036	21.8	20.2	2.6	0.19	996.9	7783.1	0.02	0.04
1786954042	24.5	20.3	2.6	0.17	990.3	7783.1	0.02	0.04
1786954047	24.6	20.8	3.6	0.16	1014.1	7783.1	0.02	0.04
